Invoice no,Customer id,Product id,Invoice date,Shopping mall,Category,Price,Gender,Age,Payment method
INV00225,C00111,P00045,2025-11-19,MK,Electronics,4163.17,M,48,Cash
INV00226,C00540,P00281,2025-12-23,CYB,Clothing,401.69,F,37,Cash
INV00226,C00540,P00081,2025-12-23,CYB,Electronics,2602.3,F,37,Cash
INV00227,C00242,P00203,2024-09-30,TKO,Books,229.02,F,25,Credit Card
INV00227,C00242,P00426,2024-09-30,TKO,Clothing,640.14,F,25,Credit Card
INV00227,C00242,P00369,2024-09-30,TKO,Electronics,4089.34,F,25,Credit Card
INV00227,C00242,P00444,2024-09-30,TKO,Electronics,1535.83,F,25,Credit Card
INV00228,C00719,P00210,2024-07-03,TKO,Toys,105.95,M,51,Mobile Payment
INV00228,C00719,P00441,2024-07-03,TKO,Electronics,4894.68,M,51,Mobile Payment
INV00228,C00719,P00058,2024-07-03,TKO,Clothing,374.92,M,51,Mobile Payment
INV00229,C00162,P00106,2025-11-23,TKO,Groceries,220.96,M,59,Credit Card
INV00230,C00071,P00126,2024-07-02,CYB,Electronics,1719.38,F,37,Cash
INV00230,C00071,P00307,2024-07-02,CYB,Toys,140.04,F,37,Cash
INV00231,C00142,P00487,2024-01-01,TKO,Books,140.53,F,48,Cash
INV00232,C00659,P00138,2025-02-11,TKO,Electronics,2716.2,M,52,Cash
INV00232,C00659,P00321,2025-02-11,TKO,Books,517.68,M,52,Cash
INV00232,C00659,P00390,2025-02-11,TKO,Toys,143.17,M,52,Cash
INV00233,C01119,P00075,2025-10-03,CYB,Electronics,3613.92,F,27,Cash
INV00233,C01119,P00494,2025-10-03,CYB,Clothing,827.89,F,27,Cash
INV00234,C00051,P00106,2024-04-30,TKO,Groceries,220.96,F,47,Cash
INV00234,C00051,P00271,2024-04-30,TKO,Toys,108.14,F,47,Cash
INV00234,C00051,P00296,2024-04-30,TKO,Electronics,4537.01,F,47,Cash
INV00235,C00767,P00315,2024-01-10,MK,Groceries,131.88,F,21,Credit Card
INV00235,C00767,P00055,2024-01-10,MK,Groceries,127.1,F,21,Credit Card
INV00235,C00767,P00048,2024-01-10,MK,Books,327.55,F,21,Credit Card
INV00236,C00030,P00187,2025-06-13,MK,Groceries,189.37,M,54,Cash
INV00236,C00030,P00221,2025-06-13,MK,Electronics,2466.06,M,54,Cash
INV00236,C00030,P00038,2025-06-13,MK,Books,260.06,M,54,Cash
INV00237,C00801,P00265,2024-09-09,CYB,Electronics,4764.35,M,47,Cash
INV00237,C00801,P00411,2024-09-09,CYB,Books,288.73,M,47,Cash
INV00237,C00801,P00035,2024-09-09,CYB,Clothing,566.95,M,47,Cash
INV00237,C00801,P00522,2024-09-09,CYB,Clothing,515.52,M,47,Cash
INV00237,C00801,P00255,2024-09-09,CYB,Books,431.82,M,47,Cash
INV00238,C00863,P00231,2025-04-24,CYB,Groceries,67.77,F,55,Mobile Payment
INV00238,C00863,P00488,2025-04-24,CYB,Books,74.38,F,55,Mobile Payment
INV00239,C00553,P00332,2025-09-10,TKO,Toys,100.36,M,27,Cash
INV00240,C00817,P00220,2024-04-28,CYB,Toys,116.08,F,51,Mobile Payment
INV00241,C00423,P00081,2024-06-14,MK,Electronics,2602.3,M,36,Cash
INV00241,C00423,P00209,2024-06-14,MK,Toys,97.53,M,36,Cash
INV00241,C00423,P00184,2024-06-14,MK,Groceries,67.23,M,36,Cash
INV00241,C00423,P00251,2024-06-14,MK,Clothing,403.72,M,36,Cash
INV00242,C00182,P00270,2024-02-23,TKO,Electronics,1546.75,F,40,Mobile Payment
INV00242,C00182,P00442,2024-02-23,TKO,Toys,129.62,F,40,Mobile Payment
INV00243,C00393,P00294,2024-10-26,CYB,Books,512.52,M,52,Mobile Payment
INV00243,C00393,P00021,2024-10-26,CYB,Groceries,260.15,M,52,Mobile Payment
INV00244,C01172,P00270,2025-06-18,TKO,Electronics,1546.75,F,38,Cash
INV00244,C01172,P00442,2025-06-18,TKO,Toys,129.62,F,38,Cash
INV00244,C01172,P00032,2025-06-18,TKO,Electronics,4872.94,F,38,Cash
INV00245,C00330,P00071,2024-09-16,MK,Clothing,802.18,F,22,Credit Card
INV00246,C00252,P00163,2025-07-31,MK,Groceries,250.57,F,57,Mobile Payment
INV00246,C00252,P00217,2025-07-31,MK,Groceries,60.05,F,57,Mobile Payment
INV00247,C00092,P00447,2025-08-14,TKO,Toys,140.95,M,41,Cash
INV00248,C00846,P00444,2024-10-07,TKO,Electronics,1535.83,F,35,Mobile Payment
INV00248,C00846,P00472,2024-10-07,TKO,Groceries,189.87,F,35,Mobile Payment
INV00248,C00846,P00063,2024-10-07,TKO,Toys,144.16,F,35,Mobile Payment
INV00248,C00846,P00066,2024-10-07,TKO,Groceries,123.3,F,35,Mobile Payment
INV00248,C00846,P00463,2024-10-07,TKO,Books,245.72,F,35,Mobile Payment
INV00249,C00562,P00142,2025-04-01,CYB,Electronics,1518.5,M,41,Credit Card
INV00249,C00562,P00131,2025-04-01,CYB,Clothing,647.9,M,41,Credit Card
INV00249,C00562,P00079,2025-04-01,CYB,Groceries,243.11,M,41,Credit Card
INV00249,C00562,P00181,2025-04-01,CYB,Clothing,950.68,M,41,Credit Card
INV00250,C00029,P00052,2024-06-17,TKO,Books,459.47,M,34,Cash
INV00250,C00029,P00347,2024-06-17,TKO,Books,319.07,M,34,Cash
INV00250,C00029,P00046,2024-06-17,TKO,Clothing,534.22,M,34,Cash
INV00251,C00593,P00073,2024-01-20,CYB,Groceries,218.58,F,48,Cash
INV00251,C00593,P00504,2024-01-20,CYB,Books,348.66,F,48,Cash
INV00251,C00593,P00314,2024-01-20,CYB,Toys,147.72,F,48,Cash
INV00251,C00593,P00510,2024-01-20,CYB,Clothing,235.19,F,48,Cash
INV00252,C00714,P00271,2025-11-15,TKO,Toys,108.14,F,29,Cash
INV00252,C00714,P00387,2025-11-15,TKO,Books,197.4,F,29,Cash
INV00252,C00714,P00132,2025-11-15,TKO,Toys,125.21,F,29,Cash
INV00252,C00714,P00106,2025-11-15,TKO,Groceries,220.96,F,29,Cash
INV00253,C00916,P00276,2025-08-23,CYB,Books,94.63,M,21,Credit Card
INV00253,C00916,P00014,2025-08-23,CYB,Toys,128.75,M,21,Credit Card
INV00254,C00848,P00270,2025-05-27,ST,Electronics,1546.75,F,19,Credit Card
INV00254,C00848,P00442,2025-05-27,ST,Toys,129.62,F,19,Credit Card
INV00254,C00848,P00433,2025-05-27,ST,Clothing,284.21,F,19,Credit Card
INV00254,C00848,P00280,2025-05-27,ST,Clothing,844.94,F,19,Credit Card
INV00255,C00263,P00134,2024-01-01,CYB,Electronics,4742.67,F,48,Credit Card
INV00255,C00263,P00212,2024-01-01,CYB,Toys,130.1,F,48,Credit Card
INV00255,C00263,P00379,2024-01-01,CYB,Clothing,665.29,F,48,Credit Card
INV00255,C00263,P00422,2024-01-01,CYB,Electronics,3944.84,F,48,Credit Card
INV00256,C00924,P00240,2025-12-13,TKO,Toys,128.11,F,37,Credit Card
INV00257,C00359,P00493,2025-09-29,TKO,Clothing,390.27,M,39,Cash
INV00257,C00359,P00429,2025-09-29,TKO,Clothing,272.96,M,39,Cash
INV00258,C00042,P00368,2024-12-10,ST,Clothing,618.82,M,60,Credit Card
INV00259,C00440,P00280,2025-11-18,TKO,Clothing,844.94,F,51,Mobile Payment
INV00259,C00440,P00515,2025-11-18,TKO,Books,193.33,F,51,Mobile Payment
INV00260,C01025,P00182,2025-01-03,MK,Groceries,94.38,F,29,Credit Card
INV00260,C01025,P00432,2025-01-03,MK,Toys,140.16,F,29,Credit Card
INV00260,C01025,P00043,2025-01-03,MK,Toys,129.23,F,29,Credit Card
INV00260,C01025,P00125,2025-01-03,MK,Toys,134.5,F,29,Credit Card
INV00261,C00611,P00206,2025-12-19,ST,Toys,116.79,M,20,Mobile Payment
INV00261,C00611,P00081,2025-12-19,ST,Electronics,2602.3,M,20,Mobile Payment
INV00261,C00611,P00260,2025-12-19,ST,Electronics,4535.28,M,20,Mobile Payment
INV00261,C00611,P00320,2025-12-19,ST,Toys,137.8,M,20,Mobile Payment
INV00262,C00651,P00506,2025-09-01,CYB,Clothing,812.21,F,18,Mobile Payment
INV00262,C00651,P00245,2025-09-01,CYB,Electronics,4281.2,F,18,Mobile Payment
INV00262,C00651,P00448,2025-09-01,CYB,Electronics,5494.69,F,18,Mobile Payment
INV00262,C00651,P00165,2025-09-01,CYB,Groceries,301.49,F,18,Mobile Payment
INV00262,C00651,P00199,2025-09-01,CYB,Books,321.32,F,18,Mobile Payment
INV00263,C00199,P00004,2025-12-05,CYB,Electronics,1561.48,F,29,Mobile Payment
INV00264,C00566,P00175,2025-06-07,ST,Books,575.6,M,31,Cash
INV00264,C00566,P00493,2025-06-07,ST,Clothing,390.27,M,31,Cash
INV00264,C00566,P00490,2025-06-07,ST,Clothing,999.45,M,31,Cash
INV00264,C00566,P00107,2025-06-07,ST,Books,309.9,M,31,Cash
INV00264,C00566,P00068,2025-06-07,ST,Books,149.17,M,31,Cash
INV00265,C00559,P00289,2025-01-16,TKO,Clothing,313.61,M,21,Cash
INV00265,C00559,P00323,2025-01-16,TKO,Clothing,335.06,M,21,Cash
INV00266,C00807,P00271,2025-07-15,CYB,Toys,108.14,F,60,Cash
INV00266,C00807,P00387,2025-07-15,CYB,Books,197.4,F,60,Cash
INV00267,C00684,P00271,2025-08-27,TKO,Toys,108.14,M,53,Mobile Payment
INV00267,C00684,P00387,2025-08-27,TKO,Books,197.4,M,53,Mobile Payment
INV00268,C00810,P00026,2024-04-06,CYB,Clothing,751.23,F,35,Credit Card
INV00269,C00943,P00270,2025-04-29,MK,Electronics,1546.75,F,44,Cash
INV00269,C00943,P00442,2025-04-29,MK,Toys,129.62,F,44,Cash
INV00269,C00943,P00243,2025-04-29,MK,Books,583.76,F,44,Cash
INV00270,C01068,P00005,2025-06-14,TKO,Books,279.14,M,41,Credit Card
INV00271,C01043,P00270,2025-01-08,CYB,Electronics,1546.75,M,41,Mobile Payment
INV00271,C01043,P00442,2025-01-08,CYB,Toys,129.62,M,41,Mobile Payment
INV00271,C01043,P00273,2025-01-08,CYB,Electronics,1951.47,M,41,Mobile Payment
INV00272,C00555,P00270,2024-09-02,MK,Electronics,1546.75,M,59,Cash
INV00272,C00555,P00442,2024-09-02,MK,Toys,129.62,M,59,Cash
INV00272,C00555,P00433,2024-09-02,MK,Clothing,284.21,M,59,Cash
INV00273,C00152,P00119,2024-11-21,MK,Clothing,866.53,F,50,Credit Card
INV00273,C00152,P00186,2024-11-21,MK,Clothing,961.86,F,50,Credit Card
INV00273,C00152,P00468,2024-11-21,MK,Electronics,2358.98,F,50,Credit Card
INV00273,C00152,P00432,2024-11-21,MK,Toys,140.16,F,50,Credit Card
INV00273,C00152,P00124,2024-11-21,MK,Clothing,277.06,F,50,Credit Card
INV00274,C00022,P00027,2024-02-12,ST,Books,477.69,F,43,Cash
INV00274,C00022,P00130,2024-02-12,ST,Books,66.75,F,43,Cash
INV00275,C00617,P00326,2024-10-16,MK,Groceries,223.84,F,58,Credit Card
INV00275,C00617,P00310,2024-10-16,MK,Books,421.39,F,58,Credit Card
INV00276,C00829,P00383,2025-05-31,TKO,Toys,102.11,M,28,Credit Card
INV00276,C00829,P00200,2025-05-31,TKO,Books,121.94,M,28,Credit Card
INV00276,C00829,P00257,2025-05-31,TKO,Groceries,79.2,M,28,Credit Card
INV00276,C00829,P00225,2025-05-31,TKO,Electronics,2307.01,M,28,Credit Card
INV00276,C00829,P00405,2025-05-31,TKO,Clothing,404.12,M,28,Credit Card
INV00277,C00488,P00428,2025-06-25,MK,Electronics,2333.01,F,26,Cash
INV00277,C00488,P00306,2025-06-25,MK,Groceries,181.8,F,26,Cash
INV00277,C00488,P00527,2025-06-25,MK,Books,411.69,F,26,Cash
INV00277,C00488,P00358,2025-06-25,MK,Clothing,998.71,F,26,Cash
INV00277,C00488,P00212,2025-06-25,MK,Toys,130.1,F,26,Cash
INV00278,C00513,P00267,2024-02-05,TKO,Groceries,156.44,M,43,Cash
INV00278,C00513,P00387,2024-02-05,TKO,Books,197.4,M,43,Cash
INV00278,C00513,P00156,2024-02-05,TKO,Clothing,451.89,M,43,Cash
INV00278,C00513,P00143,2024-02-05,TKO,Electronics,5587.76,M,43,Cash
INV00278,C00513,P00102,2024-02-05,TKO,Toys,122.62,M,43,Cash
INV00279,C00333,P00043,2024-12-30,CYB,Toys,129.23,F,49,Credit Card
INV00279,C00333,P00068,2024-12-30,CYB,Books,149.17,F,49,Credit Card
INV00279,C00333,P00175,2024-12-30,CYB,Books,575.6,F,49,Credit Card
INV00279,C00333,P00010,2024-12-30,CYB,Electronics,2699.14,F,49,Credit Card
INV00280,C00474,P00424,2024-06-28,CYB,Books,369.46,F,32,Credit Card
INV00280,C00474,P00013,2024-06-28,CYB,Books,444.89,F,32,Credit Card
INV00281,C00645,P00416,2024-07-31,ST,Toys,131.81,M,51,Cash
INV00281,C00645,P00344,2024-07-31,ST,Electronics,5474.66,M,51,Cash
INV00281,C00645,P00147,2024-07-31,ST,Groceries,121.32,M,51,Cash
INV00281,C00645,P00458,2024-07-31,ST,Toys,129.38,M,51,Cash
INV00282,C01037,P00056,2024-11-14,MK,Toys,103.71,M,35,Mobile Payment
INV00282,C01037,P00317,2024-11-14,MK,Clothing,806.54,M,35,Mobile Payment
INV00282,C01037,P00433,2024-11-14,MK,Clothing,284.21,M,35,Mobile Payment
INV00282,C01037,P00034,2024-11-14,MK,Electronics,1966.99,M,35,Mobile Payment
INV00282,C01037,P00484,2024-11-14,MK,Books,285.74,M,35,Mobile Payment
INV00283,C00604,P00271,2025-06-05,ST,Toys,108.14,M,56,Cash
INV00283,C00604,P00387,2025-06-05,ST,Books,197.4,M,56,Cash
INV00283,C00604,P00177,2025-06-05,ST,Books,525.53,M,56,Cash
INV00283,C00604,P00088,2025-06-05,ST,Electronics,1517.13,M,56,Cash
INV00284,C01109,P00416,2024-12-04,TKO,Toys,131.81,F,41,Credit Card
INV00284,C01109,P00321,2024-12-04,TKO,Books,517.68,F,41,Credit Card
INV00285,C00994,P00353,2025-01-30,CYB,Books,278.6,M,58,Credit Card
INV00285,C00994,P00039,2025-01-30,CYB,Clothing,926.2,M,58,Credit Card
INV00286,C00212,P00270,2024-06-06,MK,Electronics,1546.75,M,43,Mobile Payment
INV00286,C00212,P00442,2024-06-06,MK,Toys,129.62,M,43,Mobile Payment
INV00287,C00015,P00504,2024-07-19,CYB,Books,348.66,F,45,Cash
INV00287,C00015,P00380,2024-07-19,CYB,Groceries,282.43,F,45,Cash
INV00288,C00701,P00247,2024-05-09,TKO,Clothing,825.56,M,50,Cash
INV00289,C00898,P00271,2024-01-31,MK,Toys,108.14,F,44,Mobile Payment
INV00289,C00898,P00387,2024-01-31,MK,Books,197.4,F,44,Mobile Payment
INV00289,C00898,P00513,2024-01-31,MK,Electronics,4759.29,F,44,Mobile Payment
INV00290,C00380,P00503,2025-02-25,TKO,Books,580.9,F,38,Cash
INV00290,C00380,P00363,2025-02-25,TKO,Books,473.64,F,38,Cash
INV00290,C00380,P00527,2025-02-25,TKO,Books,411.69,F,38,Cash
INV00290,C00380,P00360,2025-02-25,TKO,Electronics,1991.47,F,38,Cash
INV00290,C00380,P00350,2025-02-25,TKO,Electronics,2374.44,F,38,Cash
INV00291,C00232,P00066,2025-07-11,CYB,Groceries,123.3,F,34,Cash
INV00291,C00232,P00164,2025-07-11,CYB,Electronics,2410.33,F,34,Cash
INV00291,C00232,P00449,2025-07-11,CYB,Electronics,2659.21,F,34,Cash
INV00291,C00232,P00490,2025-07-11,CYB,Clothing,999.45,F,34,Cash
INV00292,C00828,P00271,2024-01-01,TKO,Toys,108.14,F,44,Mobile Payment
INV00292,C00828,P00387,2024-01-01,TKO,Books,197.4,F,44,Mobile Payment
INV00292,C00828,P00464,2024-01-01,TKO,Electronics,5651.38,F,44,Mobile Payment
INV00293,C00325,P00083,2025-11-02,MK,Groceries,80.69,M,41,Mobile Payment
INV00293,C00325,P00531,2025-11-02,MK,Toys,100.56,M,41,Mobile Payment
INV00293,C00325,P00045,2025-11-02,MK,Electronics,4163.17,M,41,Mobile Payment
INV00293,C00325,P00166,2025-11-02,MK,Groceries,114.31,M,41,Mobile Payment
INV00293,C00325,P00114,2025-11-02,MK,Electronics,1951.58,M,41,Mobile Payment
INV00294,C00340,P00271,2025-12-07,ST,Toys,108.14,F,21,Credit Card
INV00294,C00340,P00387,2025-12-07,ST,Books,197.4,F,21,Credit Card
INV00295,C01006,P00263,2025-03-03,ST,Electronics,1799.6,M,45,Mobile Payment
INV00296,C00403,P00350,2025-07-05,MK,Electronics,2374.44,F,55,Cash
INV00296,C00403,P00218,2025-07-05,MK,Books,340.17,F,55,Cash
INV00297,C00848,P00418,2024-11-27,CYB,Clothing,435.68,F,19,Credit Card
INV00297,C00848,P00419,2024-11-27,CYB,Clothing,839.84,F,19,Credit Card
INV00297,C00848,P00247,2024-11-27,CYB,Clothing,825.56,F,19,Credit Card
INV00298,C00835,P00128,2024-03-07,CYB,Electronics,2133.93,F,38,Credit Card
INV00299,C00223,P00332,2025-12-23,TKO,Toys,100.36,F,28,Cash
INV00299,C00223,P00245,2025-12-23,TKO,Electronics,4281.2,F,28,Cash
INV00299,C00223,P00043,2025-12-23,TKO,Toys,129.23,F,28,Cash
INV00299,C00223,P00158,2025-12-23,TKO,Electronics,3576.45,F,28,Cash
INV00300,C00204,P00271,2025-12-19,TKO,Toys,108.14,F,22,Cash
INV00300,C00204,P00387,2025-12-19,TKO,Books,197.4,F,22,Cash
INV00301,C00201,P00270,2024-07-08,CYB,Electronics,1546.75,M,42,Credit Card
INV00301,C00201,P00442,2024-07-08,CYB,Toys,129.62,M,42,Credit Card
INV00301,C00201,P00259,2024-07-08,CYB,Electronics,3583.99,M,42,Credit Card
INV00301,C00201,P00364,2024-07-08,CYB,Electronics,3224.3,M,42,Credit Card
INV00302,C00609,P00391,2025-04-30,MK,Toys,126.47,F,28,Credit Card
INV00302,C00609,P00059,2025-04-30,MK,Electronics,2513.02,F,28,Credit Card
INV00302,C00609,P00080,2025-04-30,MK,Books,352.55,F,28,Credit Card
INV00302,C00609,P00113,2025-04-30,MK,Books,401.25,F,28,Credit Card
INV00303,C00202,P00286,2025-03-24,ST,Clothing,873.2,F,48,Mobile Payment
INV00303,C00202,P00400,2025-03-24,ST,Electronics,3858.16,F,48,Mobile Payment
INV00303,C00202,P00403,2025-03-24,ST,Clothing,841.77,F,48,Mobile Payment
INV00303,C00202,P00342,2025-03-24,ST,Groceries,151.88,F,48,Mobile Payment
INV00304,C00647,P00371,2024-04-25,TKO,Electronics,2361.0,M,60,Mobile Payment
INV00305,C00451,P00270,2024-05-24,TKO,Electronics,1546.75,M,29,Cash
INV00305,C00451,P00442,2024-05-24,TKO,Toys,129.62,M,29,Cash
INV00305,C00451,P00232,2024-05-24,TKO,Clothing,306.07,M,29,Cash
INV00306,C00666,P00367,2025-07-01,CYB,Toys,137.24,M,27,Mobile Payment
INV00306,C00666,P00094,2025-07-01,CYB,Toys,106.69,M,27,Mobile Payment
INV00306,C00666,P00082,2025-07-01,CYB,Electronics,1703.39,M,27,Mobile Payment
INV00306,C00666,P00361,2025-07-01,CYB,Books,501.74,M,27,Mobile Payment
INV00307,C01152,P00520,2024-12-09,MK,Books,439.37,M,56,Cash
INV00307,C01152,P00473,2024-12-09,MK,Books,418.07,M,56,Cash
INV00307,C01152,P00112,2024-12-09,MK,Clothing,909.64,M,56,Cash
INV00308,C00757,P00230,2025-02-25,CYB,Groceries,231.51,M,36,Cash
INV00308,C00757,P00362,2025-02-25,CYB,Groceries,97.39,M,36,Cash
INV00308,C00757,P00420,2025-02-25,CYB,Toys,133.61,M,36,Cash
INV00308,C00757,P00522,2025-02-25,CYB,Clothing,515.52,M,36,Cash
INV00308,C00757,P00406,2025-02-25,CYB,Groceries,269.79,M,36,Cash
INV00309,C00186,P00356,2024-12-15,ST,Books,103.72,F,21,Cash
INV00309,C00186,P00408,2024-12-15,ST,Books,547.16,F,21,Cash
INV00310,C00106,P00287,2024-01-16,CYB,Toys,135.23,M,50,Credit Card
INV00310,C00106,P00254,2024-01-16,CYB,Electronics,4607.17,M,50,Credit Card
INV00310,C00106,P00332,2024-01-16,CYB,Toys,100.36,M,50,Credit Card
INV00310,C00106,P00155,2024-01-16,CYB,Clothing,480.44,M,50,Credit Card
INV00310,C00106,P00481,2024-01-16,CYB,Clothing,218.94,M,50,Credit Card
INV00311,C01057,P00303,2024-04-17,ST,Toys,106.28,M,18,Mobile Payment
INV00311,C01057,P00239,2024-04-17,ST,Books,451.96,M,18,Mobile Payment
INV00311,C01057,P00287,2024-04-17,ST,Toys,135.23,M,18,Mobile Payment
INV00312,C00640,P00066,2024-09-21,MK,Groceries,123.3,M,33,Mobile Payment
INV00312,C00640,P00075,2024-09-21,MK,Electronics,3613.92,M,33,Mobile Payment
INV00313,C00038,P00360,2024-01-22,TKO,Electronics,1991.47,F,36,Cash
INV00313,C00038,P00286,2024-01-22,TKO,Clothing,873.2,F,36,Cash
INV00313,C00038,P00512,2024-01-22,TKO,Electronics,2831.25,F,36,Cash
INV00313,C00038,P00097,2024-01-22,TKO,Clothing,945.18,F,36,Cash
INV00314,C00193,P00270,2025-05-27,MK,Electronics,1546.75,M,60,Credit Card
INV00314,C00193,P00442,2025-05-27,MK,Toys,129.62,M,60,Credit Card
INV00315,C00548,P00082,2024-09-26,CYB,Electronics,1703.39,M,41,Cash
INV00315,C00548,P00465,2024-09-26,CYB,Electronics,2333.91,M,41,Cash
INV00315,C00548,P00059,2024-09-26,CYB,Electronics,2513.02,M,41,Cash
INV00316,C00255,P00271,2024-03-28,TKO,Toys,108.14,M,40,Cash
INV00316,C00255,P00387,2024-03-28,TKO,Books,197.4,M,40,Cash
INV00316,C00255,P00049,2024-03-28,TKO,Electronics,1730.04,M,40,Cash
INV00316,C00255,P00127,2024-03-28,TKO,Clothing,669.91,M,40,Cash
INV00317,C01081,P00218,2025-11-05,MK,Books,340.17,F,58,Cash
INV00318,C00230,P00160,2024-08-01,ST,Toys,120.34,M,55,Mobile Payment
INV00318,C00230,P00455,2024-08-01,ST,Electronics,5400.69,M,55,Mobile Payment
INV00318,C00230,P00020,2024-08-01,ST,Electronics,3795.29,M,55,Mobile Payment
INV00318,C00230,P00360,2024-08-01,ST,Electronics,1991.47,M,55,Mobile Payment
INV00318,C00230,P00481,2024-08-01,ST,Clothing,218.94,M,55,Mobile Payment
INV00319,C00979,P00278,2025-03-12,TKO,Clothing,876.51,M,56,Mobile Payment
INV00319,C00979,P00368,2025-03-12,TKO,Clothing,618.82,M,56,Mobile Payment
INV00319,C00979,P00210,2025-03-12,TKO,Toys,105.95,M,56,Mobile Payment
INV00319,C00979,P00289,2025-03-12,TKO,Clothing,313.61,M,56,Mobile Payment
INV00319,C00979,P00173,2025-03-12,TKO,Electronics,3152.4,M,56,Mobile Payment
INV00320,C00566,P00480,2024-04-15,CYB,Books,385.12,M,31,Cash
INV00320,C00566,P00345,2024-04-15,CYB,Groceries,257.63,M,31,Cash
INV00320,C00566,P00311,2024-04-15,CYB,Electronics,5583.26,M,31,Cash
INV00321,C00126,P00469,2025-02-12,CYB,Clothing,719.92,M,55,Cash
INV00322,C00826,P00397,2024-12-05,MK,Books,246.03,F,57,Credit Card
INV00322,C00826,P00066,2024-12-05,MK,Groceries,123.3,F,57,Credit Card
INV00323,C00729,P00085,2025-11-16,CYB,Clothing,795.79,F,18,Cash
INV00324,C00271,P00263,2025-01-13,TKO,Electronics,1799.6,F,22,Credit Card
INV00324,C00271,P00367,2025-01-13,TKO,Toys,137.24,F,22,Credit Card
INV00324,C00271,P00385,2025-01-13,TKO,Toys,141.66,F,22,Credit Card
INV00324,C00271,P00379,2025-01-13,TKO,Clothing,665.29,F,22,Credit Card
INV00324,C00271,P00362,2025-01-13,TKO,Groceries,97.39,F,22,Credit Card
INV00325,C00700,P00270,2025-10-07,CYB,Electronics,1546.75,M,24,Mobile Payment
INV00325,C00700,P00442,2025-10-07,CYB,Toys,129.62,M,24,Mobile Payment
INV00325,C00700,P00077,2025-10-07,CYB,Books,234.49,M,24,Mobile Payment
INV00325,C00700,P00421,2025-10-07,CYB,Electronics,2837.46,M,24,Mobile Payment
INV00326,C00785,P00412,2024-10-31,ST,Groceries,243.07,M,35,Mobile Payment
INV00326,C00785,P00469,2024-10-31,ST,Clothing,719.92,M,35,Mobile Payment
INV00326,C00785,P00333,2024-10-31,ST,Clothing,915.81,M,35,Mobile Payment
INV00327,C00558,P00533,2025-06-06,TKO,Groceries,114.39,M,58,Credit Card
INV00327,C00558,P00267,2025-06-06,TKO,Groceries,156.44,M,58,Credit Card
INV00327,C00558,P00306,2025-06-06,TKO,Groceries,181.8,M,58,Credit Card
INV00328,C00740,P00245,2025-12-08,MK,Electronics,4281.2,M,41,Mobile Payment
INV00329,C00652,P00270,2025-01-25,CYB,Electronics,1546.75,F,21,Cash
INV00329,C00652,P00442,2025-01-25,CYB,Toys,129.62,F,21,Cash
INV00329,C00652,P00306,2025-01-25,CYB,Groceries,181.8,F,21,Cash
INV00329,C00652,P00487,2025-01-25,CYB,Books,140.53,F,21,Cash
INV00330,C00429,P00029,2025-06-22,TKO,Clothing,837.78,M,27,Cash
INV00330,C00429,P00371,2025-06-22,TKO,Electronics,2361.0,M,27,Cash
INV00330,C00429,P00378,2025-06-22,TKO,Groceries,159.81,M,27,Cash
INV00330,C00429,P00218,2025-06-22,TKO,Books,340.17,M,27,Cash
INV00331,C00572,P00256,2025-05-27,CYB,Books,366.36,F,47,Cash
INV00331,C00572,P00407,2025-05-27,CYB,Electronics,2684.77,F,47,Cash
INV00331,C00572,P00492,2025-05-27,CYB,Electronics,1546.45,F,47,Cash
INV00332,C01073,P00432,2024-01-28,TKO,Toys,140.16,F,18,Cash
INV00332,C01073,P00019,2024-01-28,TKO,Electronics,1347.11,F,18,Cash
INV00333,C00931,P00129,2024-07-06,CYB,Clothing,402.61,F,58,Mobile Payment
INV00333,C00931,P00083,2024-07-06,CYB,Groceries,80.69,F,58,Mobile Payment
INV00333,C00931,P00389,2024-07-06,CYB,Clothing,787.0,F,58,Mobile Payment
INV00333,C00931,P00282,2024-07-06,CYB,Clothing,367.11,F,58,Mobile Payment
INV00334,C00640,P00270,2025-01-27,ST,Electronics,1546.75,M,33,Mobile Payment
INV00334,C00640,P00442,2025-01-27,ST,Toys,129.62,M,33,Mobile Payment
INV00334,C00640,P00474,2025-01-27,ST,Electronics,4339.09,M,33,Mobile Payment
INV00335,C00569,P00409,2024-07-12,CYB,Electronics,1611.32,F,37,Credit Card
INV00335,C00569,P00514,2024-07-12,CYB,Electronics,2469.68,F,37,Credit Card
INV00335,C00569,P00296,2024-07-12,CYB,Electronics,4537.01,F,37,Credit Card
INV00336,C00752,P00272,2024-08-01,MK,Toys,104.52,M,19,Credit Card
INV00336,C00752,P00181,2024-08-01,MK,Clothing,950.68,M,19,Credit Card
INV00336,C00752,P00489,2024-08-01,MK,Groceries,277.39,M,19,Credit Card
INV00336,C00752,P00470,2024-08-01,MK,Toys,136.95,M,19,Credit Card
INV00337,C00594,P00285,2025-06-11,ST,Groceries,206.96,F,40,Cash
INV00337,C00594,P00088,2025-06-11,ST,Electronics,1517.13,F,40,Cash
INV00338,C00043,P00177,2025-10-11,TKO,Books,525.53,F,29,Mobile Payment
INV00339,C00509,P00160,2024-01-25,TKO,Toys,120.34,F,36,Cash
INV00339,C00509,P00082,2024-01-25,TKO,Electronics,1703.39,F,36,Cash
INV00339,C00509,P00079,2024-01-25,TKO,Groceries,243.11,F,36,Cash
INV00340,C01149,P00271,2025-04-25,ST,Toys,108.14,F,43,Cash
