Customer id,Monetary,Frequency,Recency,Monetary_log,R_score,F_score,M_score,RFM_score,RFM_numeric,segment,cluster
C00371,2346.1600000000003,1,571,7.760961365662049,1,1,1,111,111,At Risk / Churn,1
C00372,27288.399999999998,4,4,10.214253627385201,5,3,5,535,535,Loyal,0
C00373,3965.5,1,60,8.285639372742057,4,1,1,411,411,New / Promising,1
C00374,16755.59,4,121,9.726546892714628,3,3,4,334,334,Loyal,0
C00375,11049.77,2,142,9.310255387776053,3,1,3,313,313,Other,0
C00376,6548.46,2,271,8.787137882482616,2,1,2,212,212,At Risk / Churn,1
C00377,17485.41,5,6,9.769179286795245,5,4,4,544,544,Champions,0
C00378,22724.63,7,92,10.031248641433688,4,5,5,455,455,Champions,0
C00379,13620.94,3,108,9.51943700715201,3,2,4,324,324,Other,0
C00380,30663.82,5,15,10.330871348158624,5,4,5,545,545,Champions,0
C00381,32114.309999999998,7,179,10.377088142455518,2,5,5,255,255,Frequent but at risk,0
C00382,5512.0599999999995,2,36,8.614875101897049,5,1,2,512,512,New / Promising,0
C00383,27504.86,5,90,10.22215435186311,4,4,5,445,445,Champions,0
C00384,19257.98,8,98,9.865732724448154,4,5,5,455,455,Champions,0
C00385,14499.23,4,3,9.58191979035183,5,3,4,534,534,Loyal,0
C00386,16868.420000000002,3,267,9.733257794391786,2,2,4,224,224,Other,0
C00387,15558.51,6,153,9.65242730623396,3,5,4,354,354,Loyal,0
C00388,7775.0,2,194,8.958797346140274,2,1,2,212,212,At Risk / Churn,1
C00389,2415.8599999999997,1,580,7.790224455980781,1,1,1,111,111,At Risk / Churn,1
C00390,6558.549999999999,3,48,8.788677282024238,4,2,2,422,422,New / Promising,0
C00391,4682.34,2,83,8.451766809580313,4,1,1,411,411,New / Promising,1
C00392,12675.55,4,155,9.447509108951262,3,3,3,333,333,Loyal,0
C00393,30336.120000000003,5,17,10.320127324204451,5,4,5,545,545,Champions,0
C00394,3688.81,2,72,8.213330245193985,4,1,1,411,411,New / Promising,1
C00395,21265.45,6,82,9.9648859925251,4,5,5,455,455,Champions,0
C00396,7064.37,4,19,8.862960664589503,5,3,2,532,532,Other,0
C00397,21663.29,4,210,9.983420561885332,2,3,5,235,235,Other,0
C00398,2622.51,3,27,7.872268394821427,5,2,1,521,521,New / Promising,1
C00399,9958.14,3,299,9.206246001469141,1,2,3,123,123,Other,1
C00400,17194.05,6,49,9.752376830684181,4,5,4,454,454,Champions,0
C00401,35152.7,7,121,10.467485154856929,3,5,5,355,355,Loyal,0
C00402,16214.46,7,33,9.693720387133357,5,5,4,554,554,Champions,0
C00403,15659.65,4,128,9.658906475707667,3,3,4,334,334,Loyal,0
C00404,22660.13,6,72,10.02840640094677,4,5,5,455,455,Champions,0
C00405,12603.59,3,289,9.441816312317924,1,2,3,123,123,Other,0
C00406,5201.04,3,104,8.556806135329284,3,2,2,322,322,Other,1
C00407,15684.17,4,332,9.660470958946663,1,3,4,134,134,Other,0
C00408,27081.23,5,173,10.206633072232503,3,4,5,345,345,Loyal,0
C00409,6945.9,4,226,8.846050795886526,2,3,2,232,232,Other,0
C00410,259.71,1,569,5.563408678470003,1,1,1,111,111,At Risk / Churn,1
C00411,29806.829999999998,7,43,10.302526389658171,5,5,5,555,555,Champions,0
C00412,4549.46,4,188,8.422983605735945,2,3,1,231,231,Other,1
C00413,13999.78,3,188,9.546868321331127,2,2,4,224,224,Other,0
C00415,9914.45,3,178,9.201849425703116,2,2,3,223,223,Other,0
C00416,13954.380000000001,3,171,9.543620375983057,3,2,4,324,324,Other,0
C00417,384.74,1,280,5.955163567381651,2,1,1,211,211,At Risk / Churn,1
C00418,6420.639999999999,2,482,8.767428815775169,1,1,2,112,112,At Risk / Churn,1
C00419,1586.98,2,411,7.370218047269332,1,1,1,111,111,At Risk / Churn,1
C00420,5204.41,3,254,8.557453748359908,2,2,2,222,222,At Risk / Churn,1
C00421,19147.98,8,86,9.86000472948266,4,5,5,455,455,Champions,0
C00422,2334.3599999999997,2,18,7.755921333808028,5,1,1,511,511,New / Promising,1
C00423,17631.27,5,145,9.777486024902547,3,4,4,344,344,Loyal,0
C00424,4133.52,4,34,8.32712651849482,5,3,1,531,531,Other,0
C00426,3237.63,1,279,8.08290567985837,2,1,1,211,211,At Risk / Churn,1
C00427,20722.14,4,34,9.939006229293271,5,3,5,535,535,Loyal,0
C00428,8711.74,5,155,9.072541601317786,3,4,2,342,342,Other,0
C00429,5298.509999999999,3,24,8.575369642435998,5,2,2,522,522,New / Promising,0
C00430,8123.450000000001,3,131,9.002633312599018,3,2,2,322,322,Other,0
C00431,2928.25,2,270,7.982501696548265,2,1,1,211,211,At Risk / Churn,1
C00432,22274.64,5,25,10.011248983688326,5,4,5,545,545,Champions,0
C00433,237.56,2,504,5.474620851016429,1,1,1,111,111,At Risk / Churn,1
C00434,760.69,1,98,6.63553964876427,4,1,1,411,411,New / Promising,1
C00435,6942.24,5,133,8.845523803345817,3,4,2,342,342,Other,0
C00436,21360.09,7,43,9.969326321734695,5,5,5,555,555,Champions,0
C00437,12537.03,4,82,9.436521704557164,4,3,3,433,433,Loyal,0
C00438,17948.81,4,19,9.795334808902187,5,3,4,534,534,Loyal,0
C00439,6557.7,1,364,8.788547691568013,1,1,2,112,112,At Risk / Churn,1
C00440,7208.99,4,44,8.883222843315481,5,3,2,532,532,Other,0
C00441,10850.99,5,477,9.292103752289272,1,4,3,143,143,Frequent but at risk,1
C00442,5519.6,3,349,8.61624182901637,1,2,2,122,122,At Risk / Churn,1
C00443,17200.760000000002,3,425,9.752766983148035,1,2,4,124,124,Other,0
C00444,4426.18,1,625,8.395518091494448,1,1,1,111,111,At Risk / Churn,1
C00445,28777.5,7,16,10.26738385955564,5,5,5,555,555,Champions,0
C00446,36345.9,8,57,10.500864197344209,4,5,5,455,455,Champions,0
C00447,15666.48,7,302,9.659342505570171,1,5,4,154,154,Frequent but at risk,0
C00448,24952.74,6,31,10.124778989745412,5,5,5,555,555,Champions,0
C00449,10914.24,2,38,9.297915256832095,5,1,3,513,513,New / Promising,0
C00451,29278.27,9,224,10.284635036070458,2,5,5,255,255,Frequent but at risk,0
C00452,13214.539999999999,3,375,9.489148688859606,1,2,3,123,123,Other,1
C00453,6866.93,2,55,8.834618029769736,4,1,2,412,412,New / Promising,0
C00454,10055.29,3,31,9.215953588358637,5,2,3,523,523,New / Promising,0
C00455,10579.83,4,61,9.26679915224074,4,3,3,433,433,Loyal,0
C00456,205.6,1,325,5.330784556685538,1,1,1,111,111,At Risk / Churn,1
C00457,11991.41,3,188,9.392029228657627,2,2,3,223,223,Other,0
C00458,1809.3,3,83,7.501247856381898,4,2,1,421,421,New / Promising,1
C00459,7317.320000000001,3,278,8.8981360724176,2,2,2,222,222,At Risk / Churn,1
C00460,5415.91,2,135,8.597280821157685,3,1,2,312,312,Other,1
C00461,10956.96,2,214,9.301821411790549,2,1,3,213,213,Other,0
C00462,13796.76,5,29,9.532261539129587,5,4,4,544,544,Champions,0
C00463,17809.32,5,37,9.787533343556321,5,4,4,544,544,Champions,0
C00464,3072.57,3,97,8.030595031425273,4,2,1,421,421,New / Promising,1
C00465,20219.87,5,49,9.914470518355072,4,4,5,445,445,Champions,0
C00466,10979.66,6,157,9.303890822546649,3,5,3,353,353,Loyal,0
C00467,34409.74,8,51,10.446124003936633,4,5,5,455,455,Champions,0
C00468,3007.09,2,300,8.009060604834897,1,1,1,111,111,At Risk / Churn,1
C00469,13783.32,5,125,9.531286993260407,3,4,4,344,344,Loyal,0
C00470,10248.56,4,156,9.234990056815903,3,3,3,333,333,Loyal,0
C00471,17140.7,4,134,9.749269370430643,3,3,4,334,334,Loyal,0
C00472,37487.38,7,1,10.53178629727324,5,5,5,555,555,Champions,0
C00473,15840.0,4,66,9.670356794688852,4,3,4,434,434,Loyal,0
C00474,14354.240000000002,7,48,9.571870311328675,4,5,4,454,454,Champions,0
C00475,6300.16,2,234,8.748489022414459,2,1,2,212,212,At Risk / Churn,1
C00476,6986.1,5,138,8.851820870744291,3,4,2,342,342,Other,0
C00477,17766.08,4,139,9.78510258575555,3,3,4,334,334,Loyal,0
C00478,14083.05,2,123,9.552798230396446,3,1,4,314,314,Other,0
C00479,8211.73,5,140,9.013440668488983,3,4,2,342,342,Other,0
C00480,23417.63,5,72,10.06128713842959,4,4,5,445,445,Champions,0
C00482,12355.47,3,135,9.421935091515103,3,2,3,323,323,Other,0
C00483,13370.05,2,570,9.500847201043767,1,1,3,113,113,Other,1
C00484,9857.76,3,327,9.19611567903906,1,2,3,123,123,Other,1
C00485,18444.35,5,109,9.822567585182815,3,4,4,344,344,Loyal,0
C00486,11693.970000000001,5,221,9.366914113816186,2,4,3,243,243,Frequent but at risk,0
C00487,5306.23,4,396,8.576825320875033,1,3,2,132,132,Other,1
C00488,28659.42,7,4,10.263272355845617,5,5,5,555,555,Champions,0
C00489,11116.96,1,547,9.31631709773756,1,1,3,113,113,Other,1
C00490,5271.1900000000005,2,353,8.570201114986656,1,1,2,112,112,At Risk / Churn,1
C00491,12892.0,2,89,9.464439807410837,4,1,3,413,413,New / Promising,0
C00492,17736.54,5,47,9.783438576574987,4,4,4,444,444,Champions,0
C00493,31678.149999999998,4,223,10.363414014760329,2,3,5,235,235,Other,0
C00494,13389.15,4,287,9.502274641012315,2,3,3,233,233,Other,0
C00495,12965.61,5,12,9.47013287074893,5,4,3,543,543,Loyal,0
C00496,7567.72,1,313,8.931779243627156,1,1,2,112,112,At Risk / Churn,1
C00497,6780.629999999999,3,49,8.821972765019224,4,2,2,422,422,New / Promising,0
C00498,19099.829999999998,5,56,9.857487068587941,4,4,4,444,444,Champions,0
C00499,552.45,1,682,6.316171413831633,1,1,1,111,111,At Risk / Churn,1
C00500,15625.619999999999,5,8,9.656731149230202,5,4,4,544,544,Champions,0
C00501,1998.06,3,212,7.600432349057463,2,2,1,221,221,At Risk / Churn,1
C00502,14124.88,4,210,9.555763854958977,2,3,4,234,234,Other,0
C00503,15333.810000000001,4,14,9.637880686513983,5,3,4,534,534,Loyal,0
C00504,10632.72,3,106,9.271785363080049,3,2,3,323,323,Other,0
C00505,4879.92,3,383,8.49308900566883,1,2,1,121,121,At Risk / Churn,1
C00506,18563.73,5,85,9.829018823009598,4,4,4,444,444,Champions,0
C00507,24226.16,7,166,10.095229596870773,3,5,5,355,355,Loyal,0
C00508,2179.96,3,229,7.687520425822533,2,2,1,221,221,At Risk / Churn,1
C00509,11892.66,3,466,9.383760764016355,1,2,3,123,123,Other,1
C00510,23766.079999999998,5,104,10.076056708887398,3,4,5,345,345,Loyal,0
C00511,9081.19,4,49,9.114070631941157,4,3,3,433,433,Loyal,0
C00512,14674.630000000001,4,9,9.593943573928147,5,3,4,534,534,Loyal,0
C00513,20972.79,4,177,9.951028841947926,2,3,5,235,235,Other,0
C00514,17032.74,6,105,9.74295136199407,3,5,4,354,354,Loyal,0
C00515,15742.779999999999,8,44,9.664200645617168,5,5,4,554,554,Champions,0
C00516,13999.5,3,236,9.54684832224537,2,2,4,224,224,Other,0
C00517,3529.2200000000003,1,64,8.169115470931525,4,1,1,411,411,New / Promising,1
C00518,13567.57,8,9,9.515511367762471,5,5,4,554,554,Champions,0
C00519,15928.630000000001,5,27,9.675936176017906,5,4,4,544,544,Champions,0
C00520,28655.34,6,7,10.26312998911006,5,5,5,555,555,Champions,0
C00521,4638.85,1,260,8.442437317111546,2,1,1,211,211,At Risk / Churn,1
C00522,20055.53,2,58,9.906310065496148,4,1,5,415,415,New / Promising,0
C00523,554.76,1,221,6.320336546384626,2,1,1,211,211,At Risk / Churn,1
C00524,5821.63,2,117,8.669507328688296,3,1,2,312,312,Other,1
C00525,2400.7200000000003,3,221,7.783940426319778,2,2,1,221,221,At Risk / Churn,1
C00526,42954.090000000004,10,38,10.667910430285886,5,5,5,555,555,Champions,0
C00527,10558.65,3,9,9.264795412771585,5,2,3,523,523,New / Promising,0
C00528,18500.39,5,12,9.825601143379048,5,4,4,544,544,Champions,0
C00529,5412.0,2,14,8.596558746796978,5,1,2,512,512,New / Promising,0
C00530,19527.95,3,290,9.87965325898456,1,2,5,125,125,Other,0
C00531,8417.53,2,127,9.038190507671715,3,1,2,312,312,Other,0
C00532,10112.039999999999,4,90,9.2215809591994,4,3,3,433,433,Loyal,0
C00533,4616.7300000000005,2,5,8.437658521336413,5,1,1,511,511,New / Promising,0
C00534,29353.760000000002,7,140,10.28720999268561,3,5,5,355,355,Loyal,0
C00535,23101.1,6,172,10.047678801468813,3,5,5,355,355,Loyal,0
C00536,13890.279999999999,3,267,9.539016584130387,2,2,4,224,224,Other,0
C00537,13000.66,3,213,9.472832320599398,2,2,3,223,223,Other,0
C00538,1413.24,2,497,7.2543475633126375,1,1,1,111,111,At Risk / Churn,1
C00539,12361.039999999999,2,553,9.422385765936358,1,1,3,113,113,Other,1
C00540,11886.039999999999,5,9,9.383204009995573,5,4,3,543,543,Loyal,0
C00541,23999.76,5,77,10.08584077549537,4,4,5,445,445,Champions,0
C00542,14762.63,6,354,9.599922002876768,1,5,4,154,154,Frequent but at risk,0
C00543,414.06,1,494,6.028423088093514,1,1,1,111,111,At Risk / Churn,1
C00544,15504.51,4,46,9.648950723608884,4,3,4,434,434,Loyal,0
C00545,21991.739999999998,6,176,9.998467677878471,2,5,5,255,255,Frequent but at risk,0
C00546,17649.96,3,12,9.778545451817154,5,2,4,524,524,New / Promising,0
C00547,8451.050000000001,5,429,9.042164294478033,1,4,2,142,142,Frequent but at risk,1
C00548,13070.35,3,187,9.478178091261272,2,2,3,223,223,Other,0
C00549,22245.190000000002,5,144,10.00992603697678,3,4,5,345,345,Loyal,0
C00550,10397.58,5,528,9.249424537345702,1,4,3,143,143,Frequent but at risk,1
C00551,10972.630000000001,2,77,9.30325040099439,4,1,3,413,413,New / Promising,0
C00552,2840.24,2,220,7.951995855582909,2,1,1,211,211,At Risk / Churn,1
C00553,15116.57,4,113,9.623612922531885,3,3,4,334,334,Loyal,0
C00554,2641.81,1,419,7.879598024014169,1,1,1,111,111,At Risk / Churn,1
C00555,32789.55,7,44,10.39789564310455,5,5,5,555,555,Champions,0
C00556,8233.44,3,47,9.016080637870813,4,2,2,422,422,New / Promising,0
C00557,1951.58,1,305,7.576906853985862,1,1,1,111,111,At Risk / Churn,1
C00558,17539.46,8,117,9.772265491351954,3,5,4,354,354,Loyal,0
C00559,3293.48,3,5,8.100003619611513,5,2,1,521,521,New / Promising,1
C00560,1863.31,3,46,7.530646290430601,4,2,1,421,421,New / Promising,1
C00561,23837.149999999998,5,20,10.079042517497058,5,4,5,545,545,Champions,0
C00562,7401.26,3,4,8.90954063797093,5,2,2,522,522,New / Promising,0
C00563,6470.009999999999,3,7,8.775087480412276,5,2,2,522,522,New / Promising,0
C00565,12799.99,3,316,9.457277790666835,1,2,3,123,123,Other,0
C00566,32868.93,4,12,10.400313537054537,5,3,5,535,535,Loyal,0
C00567,5138.35,2,361,8.54468189130861,1,1,2,112,112,At Risk / Churn,1
C00568,8443.85,2,307,9.041312067094811,1,1,2,112,112,At Risk / Churn,1
C00569,25624.4,5,52,10.151339326074975,4,4,5,445,445,Champions,0
C00570,4173.7699999999995,1,445,8.336814545947096,1,1,1,111,111,At Risk / Churn,1
C00571,7577.91,5,149,8.933124668823986,3,4,2,342,342,Other,0
C00572,4597.58,1,219,8.433502839168701,2,1,1,211,211,At Risk / Churn,1
C00573,1182.17,2,227,7.075952556105573,2,1,1,211,211,At Risk / Churn,1
C00574,10726.82,5,70,9.280595646297263,4,4,3,443,443,Loyal,0
C00575,2505.73,4,160,7.826734393914044,3,3,1,331,331,Other,1
C00576,7873.33,3,160,8.9713633807093,3,2,2,322,322,Other,0
C00577,6223.8,5,14,8.73629659230272,5,4,2,542,542,Other,0
C00578,10149.34,2,118,9.22526248144585,3,1,3,313,313,Other,0
C00579,8600.34,2,552,9.059673284057354,1,1,2,112,112,At Risk / Churn,1
C00580,215.01999999999998,2,71,5.375370995990328,4,1,1,411,411,New / Promising,1
C00581,4534.97,3,10,8.419794231629103,5,2,1,521,521,New / Promising,0
C00582,6550.4,3,122,8.787434046248075,3,2,2,322,322,Other,0
C00583,1962.06,1,269,7.582259759270376,2,1,1,211,211,At Risk / Churn,1
C00584,1332.68,1,60,7.195697317639776,4,1,1,411,411,New / Promising,1
C00585,10019.17,5,39,9.212355340562798,5,4,3,543,543,Loyal,0
C00586,7233.07,7,143,8.886557088992735,3,5,2,352,352,Other,0
C00587,1363.92,2,574,7.218851097842933,1,1,1,111,111,At Risk / Churn,1
C00588,8957.16,3,326,9.100320127737454,1,2,3,123,123,Other,1
C00589,5424.15,5,238,8.598800827795998,2,4,2,242,242,Frequent but at risk,1
C00590,38056.64,9,42,10.5468571315708,5,5,5,555,555,Champions,0
C00591,1903.87,1,382,7.55216904376243,1,1,1,111,111,At Risk / Churn,1
C00592,8014.62,3,226,8.989147417011363,2,2,2,222,222,At Risk / Churn,1
C00593,9894.64,4,257,9.199849535075936,2,3,3,233,233,Other,0
C00594,21831.44,7,88,9.991152216087615,4,5,5,455,455,Champions,0
C00595,6063.1,4,77,8.710141417951409,4,3,2,432,432,Other,0
C00596,2530.49,3,299,7.836563341175023,1,2,1,121,121,At Risk / Churn,1
C00597,29909.83,8,67,10.305975901155389,4,5,5,455,455,Champions,0
C00599,15478.35,6,39,9.647262156598044,5,5,4,554,554,Champions,0
C00600,21871.61,5,205,9.99299044811396,2,4,5,245,245,Frequent but at risk,0
C00601,7170.96,4,24,8.877934257464629,5,3,2,532,532,Other,0
C00602,10931.07,3,178,9.299455950247363,2,2,3,223,223,Other,0
C00603,11758.74,3,492,9.372437112364677,1,2,3,123,123,Other,1
C00604,21203.9,7,110,9.961987566028673,3,5,5,355,355,Loyal,0
C00605,38246.119999999995,10,8,10.55182354230229,5,5,5,555,555,Champions,0
C00606,8702.09,3,440,9.071433413997678,1,2,2,122,122,At Risk / Churn,1
C00607,6393.449999999999,3,63,8.763185705623162,4,2,2,422,422,New / Promising,0
C00609,6122.2,3,246,8.719840114671438,2,2,2,222,222,At Risk / Churn,1
C00610,10653.130000000001,2,330,9.273702889392364,1,1,3,113,113,Other,1
C00611,15594.89,4,13,9.65476269698708,5,3,4,534,534,Loyal,0
C00612,13662.29,1,632,9.52246795332,1,1,4,114,114,Other,1
C00613,3416.48,3,231,8.136658716349817,2,2,1,221,221,At Risk / Churn,1
C00614,9567.83,6,14,9.166266219919706,5,5,3,553,553,Loyal,0
C00615,11355.68,2,150,9.337561396039632,3,1,3,313,313,Other,0
C00616,18249.29,4,73,9.811936249295345,4,3,4,434,434,Loyal,0
C00617,3383.23,4,142,8.126881685319542,3,3,1,331,331,Other,1
C00618,3943.98,2,274,8.280199163558631,2,1,1,211,211,At Risk / Churn,1
C00619,16818.57,5,61,9.73029836839635,4,4,4,444,444,Champions,0
C00620,1257.92,3,46,7.138009489531394,4,2,1,421,421,New / Promising,1
C00621,15244.76,8,102,9.632056710590392,3,5,4,354,354,Loyal,0
C00622,6386.63,4,13,8.762118586555346,5,3,2,532,532,Other,0
C00623,40510.29,10,60,10.609335979678866,4,5,5,455,455,Champions,0
C00624,10559.32,4,156,9.264858859831428,3,3,3,333,333,Loyal,0
C00625,9752.59,4,33,9.185390701349226,5,3,3,533,533,Loyal,0
C00626,9637.66,2,92,9.173537373793241,4,1,3,413,413,New / Promising,0
C00627,1862.3200000000002,1,164,7.530115121820371,3,1,1,311,311,Other,1
C00628,10116.09,5,262,9.221981352084084,2,4,3,243,243,Frequent but at risk,0
C00629,21086.920000000002,4,301,9.956455643668331,1,3,5,135,135,Other,0
C00630,1895.96,3,102,7.548007883787558,3,2,1,321,321,Other,1
C00631,9320.49,3,22,9.140077766146227,5,2,3,523,523,New / Promising,0
C00632,2725.16,1,384,7.910649304591276,1,1,1,111,111,At Risk / Churn,1
C00633,9276.1,3,105,9.135304276941946,3,2,3,323,323,Other,0
C00634,11677.39,4,182,9.365495404415318,2,3,3,233,233,Other,0
C00635,3007.4,2,109,8.009163654952248,3,1,1,311,311,Other,1
C00636,25813.86,5,84,10.15870557409548,4,4,5,445,445,Champions,0
C00637,15096.57,4,130,9.622289082700535,3,3,4,334,334,Loyal,0
C00638,7450.969999999999,3,20,8.91623370594848,5,2,2,522,522,New / Promising,0
C00639,7902.150000000001,3,446,8.975016693158981,1,2,2,122,122,At Risk / Churn,1
C00640,15936.810000000001,6,63,9.676449552692006,4,5,4,454,454,Champions,0
C00641,5738.599999999999,1,540,8.655144800474252,1,1,2,112,112,At Risk / Churn,1
C00642,19066.36,4,101,9.855733251675002,3,3,4,334,334,Loyal,0
C00643,17998.010000000002,5,101,9.798072035365747,3,4,4,344,344,Loyal,0
C00644,9533.13,4,199,9.162633271081921,2,3,3,233,233,Other,0
C00645,10369.220000000001,5,59,9.246693516041931,4,4,3,443,443,Loyal,0
C00646,23823.63,7,14,10.078475198496252,5,5,5,555,555,Champions,0
C00647,8475.279999999999,3,318,9.045026953292776,1,2,2,122,122,At Risk / Churn,1
C00648,7121.9400000000005,3,56,8.871075840525776,4,2,2,422,422,New / Promising,0
C00649,676.23,1,419,6.518010949336828,1,1,1,111,111,At Risk / Churn,1
C00650,25178.57,2,231,10.13378823040725,2,1,5,215,215,Other,0
C00651,44668.42,9,122,10.707044430156206,3,5,5,355,355,Loyal,0
C00652,17412.91,3,263,9.76502459111978,2,3,4,234,234,Other,0
C00653,10412.49,2,135,9.25085735998668,3,1,3,313,313,Other,0
C00654,19415.82,3,91,9.873894979724364,4,3,5,435,435,Loyal,0
C00655,4965.389999999999,2,362,8.51044849701589,1,1,1,111,111,At Risk / Churn,1
C00656,8931.859999999999,2,321,9.097491891352453,1,1,3,113,113,Other,1
C00657,8426.07,2,186,9.039204422371293,2,1,2,212,212,At Risk / Churn,1
C00658,38421.77,7,17,10.556405531589316,5,5,5,555,555,Champions,0
C00659,6294.57,3,324,8.747601490433231,1,3,2,132,132,Other,1
C00660,4604.77,4,274,8.435065144266279,2,3,1,231,231,Other,1
C00661,19684.78,5,11,9.887651826672073,5,4,5,545,545,Champions,0
C00662,4779.47,3,123,8.472294147011615,3,3,1,331,331,Other,1
C00663,13783.119999999999,2,281,9.531272483915663,2,1,4,214,214,Other,0
C00664,3402.6900000000005,1,461,8.132615416216002,1,1,1,111,111,At Risk / Churn,1
C00665,4700.25,2,616,8.455583709784547,1,1,1,111,111,At Risk / Churn,1
C00666,35970.0,8,1,10.490468337248462,5,5,5,555,555,Champions,0
C00667,18999.739999999998,5,13,9.85223320475857,5,4,4,544,544,Champions,0
C00668,28434.05,4,250,10.255377818135697,2,3,5,235,235,Other,0
C00669,8402.310000000001,3,9,9.036380954834078,5,3,2,532,532,Other,0
C00670,6612.84,4,7,8.79691970213936,5,4,2,542,542,Other,0
C00671,9052.91,4,14,9.110951987588646,5,4,3,543,543,Loyal,0
C00672,19999.0,4,8,9.903487552536127,5,4,5,545,545,Champions,0
C00673,20744.8,5,178,9.940099095532695,2,4,5,245,245,Frequent but at risk,0
C00674,27456.379999999997,4,218,10.220390263262347,2,4,5,245,245,Frequent but at risk,0
C00675,15011.53,6,4,9.616640464720964,5,5,4,554,554,Champions,0
C00676,1372.7800000000002,2,579,7.225321343513961,1,1,1,111,111,At Risk / Churn,1
C00677,67.23,1,480,4.222884350827332,1,1,1,111,111,At Risk / Churn,1
C00678,15361.0,2,197,9.639652206558628,2,1,4,214,214,Other,0
C00679,14466.68,3,91,9.579672475050224,4,3,4,434,434,Loyal,0
C00680,9329.43,2,528,9.141036380667908,1,1,3,113,113,Other,1
C00681,20167.079999999998,4,225,9.911856435539777,2,4,5,245,245,Frequent but at risk,0
C00682,4840.78,1,606,8.485037700695425,1,1,1,111,111,At Risk / Churn,1
C00683,21562.649999999998,6,82,9.978764305684876,4,5,5,455,455,Champions,0
C00684,37866.67,7,127,10.541852992728925,3,5,5,355,355,Loyal,0
C00685,6680.2300000000005,5,36,8.807057381317051,5,4,2,542,542,Other,0
C00686,4641.349999999999,3,350,8.44297598252717,1,3,1,131,131,Other,1
C00687,7422.889999999999,2,80,8.912458457545922,4,1,2,412,412,New / Promising,0
C00688,998.8,1,17,6.90755525897947,5,1,1,511,511,New / Promising,1
C00689,294.39,1,533,5.688296517120754,1,1,1,111,111,At Risk / Churn,1
C00690,4368.04,5,288,8.382298584322664,2,4,1,241,241,Frequent but at risk,1
C00691,33028.94,6,88,10.405169701852758,4,5,5,455,455,Champions,0
C00692,7539.59,2,496,8.928055707277553,1,1,2,112,112,At Risk / Churn,1
C00693,1058.96,3,283,6.965986450545041,2,3,1,231,231,Other,1
C00694,26223.0,8,115,10.17443030098361,3,5,5,355,355,Loyal,0
C00695,4463.43,3,154,8.403896825586955,3,3,1,331,331,Other,1
C00696,7532.7,2,222,8.927141567974168,2,1,2,212,212,At Risk / Churn,1
C00697,11321.56,5,4,9.334552474599372,5,4,3,543,543,Loyal,0
C00698,7300.49,1,235,8.895833715897995,2,1,2,212,212,At Risk / Churn,1
C00699,14375.869999999999,4,179,9.573375944161498,2,4,4,244,244,Frequent but at risk,0
C00700,45534.73,9,4,10.72625257149744,5,5,5,555,555,Champions,0
C00701,9363.32,4,45,9.14466200145706,5,4,3,543,543,Loyal,0
C00702,3548.45,3,49,8.17454794088917,4,3,1,431,431,Other,1
C00704,14341.740000000002,4,88,9.570999169820423,4,4,4,444,444,Champions,0
C00705,6021.69,4,343,8.703289282351703,1,4,2,142,142,Frequent but at risk,1
C00706,17188.73,4,275,9.752067391447259,2,4,4,244,244,Frequent but at risk,0
C00707,6260.679999999999,5,83,8.742203798696224,4,4,2,442,442,Other,0
C00708,11595.59,2,365,9.358466368360883,1,1,3,113,113,Other,1
C00709,14409.5,5,379,9.575712386517903,1,4,4,144,144,Frequent but at risk,0
C00710,11722.89,3,523,9.369383919323445,1,3,3,133,133,Other,1
C00711,14368.439999999999,8,126,9.572859008237169,3,5,4,354,354,Loyal,0
C00712,5385.32,2,7,8.591617684900369,5,1,2,512,512,New / Promising,0
C00713,2527.46,1,285,7.835365700738983,2,1,1,211,211,At Risk / Churn,1
C00714,6163.3099999999995,3,47,8.726531487193576,4,3,2,432,432,Other,0
C00715,14114.85,4,31,9.555053558498974,5,4,4,544,544,Champions,0
C00716,16836.81,6,114,9.73138223183347,3,5,4,354,354,Loyal,0
C00717,11105.300000000001,4,335,9.31526779386244,1,4,3,143,143,Frequent but at risk,0
C00718,7800.4400000000005,3,56,8.962063611022975,4,3,2,432,432,Other,0
C00719,8816.46,3,80,9.084489125666687,4,3,3,433,433,Loyal,0
C00720,12067.62,4,362,9.398363974497888,1,4,3,143,143,Frequent but at risk,0
C00721,8410.869999999999,2,348,9.037399082590003,1,1,2,112,112,At Risk / Churn,1
C00722,305.54,1,70,5.725348252570762,4,1,1,411,411,New / Promising,1
C00723,484.96,1,75,6.186126315986542,4,1,1,411,411,New / Promising,1
C00724,8885.800000000001,3,37,9.092322308702972,5,3,3,533,533,Loyal,0
C00725,15951.46,4,34,9.677368328295383,5,4,4,544,544,Champions,0
C00726,20211.07,4,187,9.914035229694937,2,4,5,245,245,Frequent but at risk,0
C00727,7927.95,2,89,8.978275897287073,4,1,2,412,412,New / Promising,0
C00728,10003.81,3,148,9.210821256332764,3,3,3,333,333,Loyal,0
C00729,1101.33,2,46,7.0051814004203905,4,1,1,411,411,New / Promising,1
C00730,3613.19,2,224,8.1926230430962,2,1,1,211,211,At Risk / Churn,1
C00731,5137.54,2,258,8.5445242714077,2,1,2,212,212,At Risk / Churn,1
C00732,3925.62,3,26,8.27553428391676,5,3,1,531,531,Other,1
C00733,22606.72,6,184,10.026046719851152,2,5,5,255,255,Frequent but at risk,0
C00734,26250.33,5,35,10.175471933402925,5,4,5,545,545,Champions,0
