Customer id,Monetary,Frequency,Recency,Monetary_log,R_score,F_score,M_score,RFM_score,RFM_numeric,segment,cluster,Annualized_spend,Gender,Age,Payment method
C00256,898.14,1,569,6.801438750934501,1,1,1,111,111,At Risk / Churn,1,448.45567715458276,F,48,Mobile Payment
C00257,7516.29,7,92,8.924960979653743,4,5,2,452,452,Other,0,3753.0038987688094,F,42,Mobile Payment
C00258,16698.489999999998,6,176,9.723133459016369,2,5,4,254,254,Frequent but at risk,0,8337.823324213405,F,30,Cash
C00260,11185.779999999999,2,339,9.322488002970175,1,1,3,113,113,Other,1,5585.238987688098,M,34,Credit Card
C00261,4485.63,3,386,8.408857142134659,1,2,1,121,121,At Risk / Churn,1,2239.746853625171,F,36,Cash
C00262,37044.48,6,67,10.519901625981012,4,5,5,455,455,Champions,0,18496.901778385774,F,35,Mobile Payment
C00263,34106.2,6,64,10.43726378467893,4,5,5,455,455,Champions,0,17029.771545827633,F,48,Credit Card
C00264,14423.939999999999,4,92,9.576713931922242,4,3,4,434,434,Loyal,0,7202.104103967167,F,47,Cash
C00265,20961.22,5,49,9.950477048856806,4,4,5,445,445,Champions,0,10466.272640218878,F,34,Cash
C00266,8218.39,2,134,9.01425127605084,3,1,2,312,312,Other,0,4103.57366621067,M,32,Credit Card
C00267,595.4399999999999,1,48,6.390978649722706,4,1,1,411,411,New / Promising,1,297.31272229822156,F,42,Cash
C00268,18928.94,4,78,9.848500074626237,4,3,4,434,434,Loyal,0,9451.52270861833,M,42,Cash
C00269,31378.28,4,7,10.353903081473124,5,3,5,535,535,Loyal,0,15667.677428180574,M,43,Cash
C00270,14999.95,5,37,9.61586881141221,5,4,4,544,544,Champions,0,7489.71511627907,M,48,Cash
C00271,11600.77,5,258,9.358912951661262,2,4,3,243,243,Frequent but at risk,0,5792.450136798906,F,22,Credit Card
C00272,24628.68,6,66,10.111707498744353,4,5,5,455,455,Champions,0,12297.494117647058,M,51,Credit Card
C00273,11512.38,5,77,9.351265116295915,4,4,3,443,443,Loyal,0,5748.315595075239,M,59,Credit Card
C00274,7890.219999999999,3,306,8.973506027995533,1,2,2,122,122,At Risk / Churn,1,3939.713132694938,M,46,Cash
C00275,8083.56,5,144,8.997711348761582,3,4,2,342,342,Other,0,4036.2508891928865,F,18,Cash
C00276,24994.78,5,39,10.126462289602014,5,4,5,545,545,Champions,0,12480.293707250341,F,33,Cash
C00277,1327.61,1,293,7.191888561922671,1,1,1,111,111,At Risk / Churn,1,662.8969220246237,F,50,Credit Card
C00278,6372.18,2,90,8.759853839070464,4,1,2,412,412,New / Promising,0,3181.73146374829,F,54,Credit Card
C00279,19661.46,3,22,9.886466513035156,5,2,5,525,525,New / Promising,0,9817.281668946647,F,42,Credit Card
C00280,26810.4,10,270,10.196582449187773,2,5,5,255,255,Frequent but at risk,0,13386.861833105335,F,33,Mobile Payment
C00281,15842.84,6,142,9.670536060230832,3,5,4,354,354,Loyal,0,7910.5835841313265,F,44,Cash
C00282,9096.4,2,88,9.115743937395125,4,1,3,413,413,New / Promising,0,4541.978112175102,F,39,Credit Card
C00283,17119.63,4,248,9.748039448084084,2,3,4,234,234,Other,0,8548.105266757866,M,26,Cash
C00284,12750.46,3,79,9.453401053834746,4,2,3,423,423,New / Promising,0,6366.508755129958,M,39,Cash
C00285,5676.4,2,257,8.644248660438423,2,1,2,212,212,At Risk / Churn,1,2834.317373461012,F,21,Cash
C00286,10375.84,2,580,9.247331678771944,1,1,3,113,113,Other,1,5180.822982216142,F,41,Credit Card
C00287,13046.84,3,616,9.47637788180997,1,2,3,123,123,Other,1,6514.4960328317375,M,52,Mobile Payment
C00288,5102.39,3,91,8.537660303775663,4,2,2,422,422,New / Promising,0,2547.704993160055,F,19,Cash
C00289,13325.05,5,39,9.497476045179079,5,4,3,543,543,Loyal,0,6653.410738714089,M,30,Cash
C00291,14018.91,4,124,9.54823374116712,3,3,4,334,334,Loyal,0,6999.866142270861,M,58,Mobile Payment
C00292,13758.5,4,105,9.52948477361782,3,3,4,334,334,Loyal,0,6869.83926128591,F,39,Credit Card
C00293,5174.21,4,135,8.551635197020381,3,3,2,332,332,Other,0,2583.5658686730503,F,51,Mobile Payment
C00294,6426.3,3,58,8.768309822358763,4,2,2,422,422,New / Promising,0,3208.7544459644323,F,59,Cash
C00296,110.24,1,651,4.711690029365764,1,1,1,111,111,At Risk / Churn,1,55.04459644322845,M,21,Cash
C00297,4550.9400000000005,2,627,8.423308794699965,1,1,1,111,111,At Risk / Churn,1,2272.3571819425447,M,42,Cash
C00298,34713.659999999996,6,23,10.454917355102252,5,5,5,555,555,Champions,0,17333.086046511624,F,19,Cash
C00299,4089.65,3,161,8.316459160615112,3,2,1,321,321,Other,1,2042.0277017783858,M,56,Cash
C00300,12165.189999999999,5,115,9.4064160720528,3,4,3,343,343,Loyal,0,6074.274076607387,M,50,Cash
C00301,8769.15,4,76,9.07910918898279,4,3,2,432,432,Other,0,4378.5769493844045,F,30,Credit Card
C00302,984.3299999999999,2,289,6.892976610444328,1,1,1,111,111,At Risk / Churn,1,491.4917236662106,F,53,Cash
C00303,4801.7,1,163,8.476933538752158,3,1,1,311,311,Other,1,2397.565663474692,F,19,Cash
C00304,15316.24,4,210,9.636734270406459,2,3,4,234,234,Other,0,7647.643775649794,M,27,Mobile Payment
C00305,7324.6,4,66,8.899130341793523,4,3,2,432,432,Other,0,3657.2900136798908,F,49,Credit Card
C00306,14364.19,3,74,9.572563197918331,4,2,4,424,424,New / Promising,0,7172.269972640219,F,56,Cash
C00307,20922.39,5,119,9.948622950939944,3,4,5,345,345,Loyal,0,10446.8841997264,M,36,Cash
C00308,6648.43,5,83,8.802286415690507,4,4,2,442,442,Other,0,3319.667510259918,M,42,Cash
C00309,14159.36,3,69,9.558201790653348,4,2,4,424,424,New / Promising,0,7069.995075239398,M,24,Credit Card
C00310,18154.54,5,96,9.806731027278307,4,4,4,444,444,Champions,0,9064.852393980847,M,41,Cash
C00311,15787.33,4,253,9.667026338515143,2,3,4,234,234,Other,0,7882.866552667579,M,39,Cash
C00312,7371.67,3,469,8.905535199087538,1,2,2,122,122,At Risk / Churn,1,3680.7928180574554,F,32,Cash
C00313,3598.95,4,193,8.188675235458861,2,3,1,231,231,Other,1,1797.0133378932967,F,22,Mobile Payment
C00314,15454.18,5,197,9.645699501214667,2,4,4,244,244,Frequent but at risk,0,7716.519425444596,F,57,Credit Card
C00315,8645.73,1,367,9.06493649377072,1,1,2,112,112,At Risk / Churn,1,4316.951367989056,M,23,Credit Card
C00316,12159.980000000001,4,281,9.405987744378052,2,3,3,233,233,Other,0,6071.672640218879,M,41,Credit Card
C00317,13640.09,7,25,9.520841840228117,5,5,4,554,554,Champions,0,6810.715253077975,F,29,Credit Card
C00318,6350.33,1,258,8.756419518774294,2,1,2,212,212,At Risk / Churn,1,3170.8214090287274,M,24,Credit Card
C00319,22416.66,6,49,10.017604320081874,4,5,5,455,455,Champions,0,11192.997127222981,F,48,Cash
C00320,8835.22,5,121,9.08661446237401,3,4,3,343,343,Loyal,0,4411.566757865937,F,18,Cash
C00321,20921.97,5,147,9.948602877509423,3,4,5,345,345,Loyal,0,10446.674487004104,F,44,Cash
C00322,8320.06,3,129,9.026544929546228,3,2,2,322,322,Other,0,4154.339124487004,M,55,Cash
C00323,6648.089999999999,3,19,8.802235282180902,5,2,2,522,522,New / Promising,0,3319.497742818057,M,32,Credit Card
C00324,35100.54,7,135,10.466000283135369,3,5,5,355,355,Loyal,0,17526.26142270862,M,48,Cash
C00325,29687.809999999998,7,60,10.29852548611925,4,5,5,455,455,Champions,0,14823.598700410395,M,41,Mobile Payment
C00326,4819.79,4,100,8.480693094029379,3,3,1,331,331,Other,0,2406.5982900136796,F,18,Mobile Payment
C00327,20321.2,8,76,9.919469163548428,4,5,5,455,455,Champions,0,10146.700410396717,M,25,Cash
C00328,8927.18,2,322,9.096967845708178,1,1,3,113,113,Other,1,4457.483857729138,F,52,Credit Card
C00329,11387.82,3,142,9.340387451425599,3,2,3,323,323,Other,0,5686.120793433652,M,46,Credit Card
C00330,5116.27,3,471,8.540376372705216,1,2,2,122,122,At Risk / Churn,1,2554.6354993160057,F,22,Credit Card
C00331,9295.76,4,223,9.13742123134369,2,3,3,233,233,Other,0,4641.521751025992,M,43,Cash
C00332,12032.22,4,13,9.395426437325963,5,3,3,533,533,Loyal,0,6007.880027359781,F,32,Mobile Payment
C00333,9498.07,2,367,9.158949178059787,1,1,3,113,113,Other,1,4742.538372093023,F,49,Credit Card
C00334,42384.14,7,142,10.654553108092378,3,5,5,355,355,Loyal,0,21163.079480164157,F,41,Cash
C00335,15435.210000000001,5,190,9.644471327125736,2,4,4,244,244,Frequent but at risk,0,7707.047400820794,F,28,Cash
C00336,25478.65,5,123,10.14563537332802,3,4,5,345,345,Loyal,0,12721.897742818057,M,46,Cash
C00337,30637.19,7,22,10.330002549002593,5,5,5,555,555,Champions,0,15297.63932968536,M,36,Cash
C00338,17067.510000000002,3,151,9.744990524339565,3,2,4,324,324,Other,0,8522.080916552668,F,18,Mobile Payment
C00339,13833.15,4,34,9.534895451952695,5,3,4,534,534,Loyal,0,6907.113201094391,F,24,Credit Card
C00340,13554.96,3,25,9.51458158199966,5,2,4,524,524,New / Promising,0,6768.208481532147,F,21,Credit Card
C00341,7338.68,4,114,8.901050523927951,3,3,2,332,332,Other,0,3664.3203830369357,F,54,Credit Card
C00342,1089.18,2,297,6.9940980992041535,1,1,1,111,111,At Risk / Churn,1,543.8450068399453,M,29,Credit Card
C00343,20408.09,6,104,9.923735668822644,3,5,5,355,355,Loyal,0,10190.085978112174,F,36,Credit Card
C00344,12617.529999999999,3,374,9.442921647535714,1,2,3,123,123,Other,1,6300.1346785225705,F,48,Credit Card
C00345,13766.98,4,110,9.530100885246508,3,3,4,334,334,Loyal,0,6874.073461012312,F,44,Cash
C00346,14235.08,6,49,9.563534866170349,4,5,4,454,454,Champions,0,7107.803283173735,F,35,Cash
C00347,123.3,1,625,4.822697998516666,1,1,1,111,111,At Risk / Churn,1,61.5656634746922,F,18,Cash
C00348,20581.91,5,211,9.932216398808995,2,4,5,245,245,Frequent but at risk,0,10276.877086183309,F,32,Cash
C00349,8579.79,3,540,9.057281262835478,1,2,2,122,122,At Risk / Churn,1,4284.0264705882355,M,57,Credit Card
C00350,15323.140000000001,5,127,9.63718464177463,3,4,4,344,344,Loyal,0,7651.089056087551,F,32,Mobile Payment
C00351,9844.29,3,169,9.194748447216332,3,2,3,323,323,Other,0,4915.4115595075245,M,44,Cash
C00352,6512.139999999999,4,217,8.781576953785974,2,3,2,232,232,Other,1,3251.6157318741443,M,42,Cash
C00353,24913.23,6,17,10.123194405160671,5,5,5,555,555,Champions,0,12439.574487004104,F,54,Cash
C00354,14730.56,5,154,9.597747410162643,3,4,4,344,344,Loyal,0,7355.204377564979,M,45,Credit Card
C00355,3611.51,2,127,8.192158100582946,3,1,1,311,311,Other,1,1803.2847469220246,M,37,Cash
C00356,10725.69,5,2,9.280490307140038,5,4,3,543,543,Loyal,0,5355.508686730506,F,30,Credit Card
C00357,19396.29,6,198,9.872888644572113,2,5,5,255,255,Frequent but at risk,0,9684.87804377565,M,46,Credit Card
C00358,12709.919999999998,3,338,9.450216745513554,1,2,3,123,123,Other,0,6346.266484268124,M,18,Cash
C00359,8390.54,3,33,9.03497933446511,5,2,2,522,522,New / Promising,0,4189.530916552668,M,39,Cash
C00360,24378.35,5,208,10.101491741482143,2,4,5,245,245,Frequent but at risk,0,12172.500341997262,M,19,Cash
C00361,22943.13,4,383,10.040817409352613,1,3,5,135,135,Other,0,11455.872024623803,F,31,Cash
C00362,2854.16,2,65,7.956883162551338,4,1,1,411,411,New / Promising,1,1425.1277701778383,F,28,Cash
C00363,6251.71,2,419,8.740770248753131,1,1,2,112,112,At Risk / Churn,1,3121.578864569083,F,53,Cash
C00364,8683.66,2,95,9.069313529952657,4,1,2,412,412,New / Promising,0,4335.890424076607,M,51,Credit Card
C00365,12177.23,4,74,9.407405210506841,4,3,3,433,433,Loyal,0,6080.285841313269,F,48,Credit Card
C00366,10596.27,4,94,9.26835169975938,4,3,3,433,433,Loyal,0,5290.887209302326,F,36,Cash
C00367,1830.82,2,264,7.5130652871317976,2,1,1,211,211,At Risk / Churn,1,914.1577291381668,M,55,Cash
C00368,5722.49,4,63,8.652334038174336,4,3,2,432,432,Other,0,2857.3308481532144,F,18,Mobile Payment
C00369,3730.95,2,69,8.22468616423547,4,1,1,411,411,New / Promising,1,1862.923050615595,F,52,Cash
C00370,5398.54,3,424,8.594069043738717,1,2,2,122,122,At Risk / Churn,1,2695.5774281805743,F,29,Cash
C00371,2346.1600000000003,1,571,7.760961365662049,1,1,1,111,111,At Risk / Churn,1,1171.475239398085,M,38,Cash
C00372,27288.399999999998,4,4,10.214253627385201,5,3,5,535,535,Loyal,0,13625.534883720928,M,34,Cash
C00373,3965.5,1,60,8.285639372742057,4,1,1,411,411,New / Promising,1,1980.0376196990424,M,44,Cash
C00374,16755.59,4,121,9.726546892714628,3,3,4,334,334,Loyal,0,8366.334268125855,M,45,Cash
C00375,11049.77,2,142,9.310255387776053,3,1,3,313,313,Other,0,5517.327017783858,M,52,Cash
C00376,6548.46,2,271,8.787137882482616,2,1,2,212,212,At Risk / Churn,1,3269.7508891928865,F,49,Cash
C00377,17485.41,5,6,9.769179286795245,5,4,4,544,544,Champions,0,8730.745075239398,M,59,Mobile Payment
C00378,22724.63,7,92,10.031248641433688,4,5,5,455,455,Champions,0,11346.771477428181,M,48,Cash
C00379,13620.94,3,108,9.51943700715201,3,2,4,324,324,Other,0,6801.153351573187,F,59,Mobile Payment
C00380,30663.82,5,15,10.330871348158624,5,4,5,545,545,Champions,0,15310.93611491108,F,38,Cash
C00381,32114.309999999998,7,179,10.377088142455518,2,5,5,255,255,Frequent but at risk,0,16035.188987688096,F,26,Credit Card
C00382,5512.0599999999995,2,36,8.614875101897049,5,1,2,512,512,New / Promising,0,2752.2597811217506,M,60,Mobile Payment
C00383,27504.86,5,90,10.22215435186311,4,4,5,445,445,Champions,0,13733.61682626539,F,25,Cash
C00384,19257.98,8,98,9.865732724448154,4,5,5,455,455,Champions,0,9615.817647058822,M,40,Cash
C00385,14499.23,4,3,9.58191979035183,5,3,4,534,534,Loyal,0,7239.697606019151,M,44,Credit Card
C00386,16868.420000000002,3,267,9.733257794391786,2,2,4,224,224,Other,0,8422.672093023257,F,47,Credit Card
C00387,15558.51,6,153,9.65242730623396,3,5,4,354,354,Loyal,0,7768.613064295485,F,55,Mobile Payment
C00388,7775.0,2,194,8.958797346140274,2,1,2,212,212,At Risk / Churn,1,3882.1819425444596,F,56,Credit Card
C00389,2415.8599999999997,1,580,7.790224455980781,1,1,1,111,111,At Risk / Churn,1,1206.2775649794798,M,30,Cash
C00390,6558.549999999999,3,48,8.788677282024238,4,2,2,422,422,New / Promising,0,3274.788987688098,F,51,Cash
C00391,4682.34,2,83,8.451766809580313,4,1,1,411,411,New / Promising,1,2337.9673050615593,M,41,Cash
C00392,12675.55,4,155,9.447509108951262,3,3,3,333,333,Loyal,0,6329.104993160054,F,38,Credit Card
C00393,30336.120000000003,5,17,10.320127324204451,5,4,5,545,545,Champions,0,15147.310259917922,M,52,Mobile Payment
C00394,3688.81,2,72,8.213330245193985,4,1,1,411,411,New / Promising,1,1841.8818741450068,M,22,Cash
C00395,21265.45,6,82,9.9648859925251,4,5,5,455,455,Champions,0,10618.179548563612,M,32,Cash
C00396,7064.37,4,19,8.862960664589503,5,3,2,532,532,Other,0,3527.3530095759234,F,28,Mobile Payment
C00397,21663.29,4,210,9.983420561885332,2,3,5,235,235,Other,0,10816.827428180575,M,39,Credit Card
C00398,2622.51,3,27,7.872268394821427,5,2,1,521,521,New / Promising,1,1309.46121751026,F,46,Credit Card
C00399,9958.14,3,299,9.206246001469141,1,2,3,123,123,Other,1,4972.258686730505,M,36,Cash
C00400,17194.05,6,49,9.752376830684181,4,5,4,454,454,Champions,0,8585.264363885088,M,35,Cash
C00401,35152.7,7,121,10.467485154856929,3,5,5,355,355,Loyal,0,17552.305745554033,M,41,Cash
C00402,16214.46,7,33,9.693720387133357,5,5,4,554,554,Champions,0,8096.139398084814,F,42,Cash
C00403,15659.65,4,128,9.658906475707667,3,3,4,334,334,Loyal,0,7819.113885088918,F,55,Cash
C00404,22660.13,6,72,10.02840640094677,4,5,5,455,455,Champions,0,11314.565595075239,M,43,Cash
C00405,12603.59,3,289,9.441816312317924,1,2,3,123,123,Other,0,6293.174213406292,M,45,Cash
C00406,5201.04,3,104,8.556806135329284,3,2,2,322,322,Other,1,2596.962517099863,F,34,Cash
C00407,15684.17,4,332,9.660470958946663,1,3,4,134,134,Other,0,7831.357113543091,M,22,Credit Card
C00408,27081.23,5,173,10.206633072232503,3,4,5,345,345,Loyal,0,13522.091586867304,F,42,Mobile Payment
C00409,6945.9,4,226,8.846050795886526,2,3,2,232,232,Other,0,3468.1990424076603,M,43,Cash
C00410,259.71,1,569,5.563408678470003,1,1,1,111,111,At Risk / Churn,1,129.67735978112174,M,47,Cash
C00411,29806.829999999998,7,43,10.302526389658171,5,5,5,555,555,Champions,0,14883.027291381668,M,40,Mobile Payment
C00412,4549.46,4,188,8.422983605735945,2,3,1,231,231,Other,1,2271.618194254446,F,50,Credit Card
C00413,13999.78,3,188,9.546868321331127,2,2,4,224,224,Other,0,6990.314227086184,M,60,Credit Card
C00415,9914.45,3,178,9.201849425703116,2,2,3,223,223,Other,0,4950.443570451436,F,45,Credit Card
C00416,13954.380000000001,3,171,9.543620375983057,3,2,4,324,324,Other,0,6967.645280437757,M,52,Cash
C00417,384.74,1,280,5.955163567381651,2,1,1,211,211,At Risk / Churn,1,192.10683994528043,M,24,Credit Card
C00418,6420.639999999999,2,482,8.767428815775169,1,1,2,112,112,At Risk / Churn,1,3205.9283173734607,F,52,Credit Card
C00419,1586.98,2,411,7.370218047269332,1,1,1,111,111,At Risk / Churn,1,792.404514363885,F,58,Credit Card
C00420,5204.41,3,254,8.557453748359908,2,2,2,222,222,At Risk / Churn,1,2598.6452120383033,F,54,Mobile Payment
C00421,19147.98,8,86,9.86000472948266,4,5,5,455,455,Champions,0,9560.892886456908,F,20,Cash
C00422,2334.3599999999997,2,18,7.755921333808028,5,1,1,511,511,New / Promising,1,1165.5833105335155,M,39,Credit Card
C00423,17631.27,5,145,9.777486024902547,3,4,4,344,344,Loyal,0,8803.575307797537,M,36,Cash
C00424,4133.52,4,34,8.32712651849482,5,3,1,531,531,Other,0,2063.932694938441,F,44,Cash
C00426,3237.63,1,279,8.08290567985837,2,1,1,211,211,At Risk / Churn,1,1616.6004787961697,M,40,Cash
C00427,20722.14,4,34,9.939006229293271,5,3,5,535,535,Loyal,0,10346.896169630641,M,53,Credit Card
C00428,8711.74,5,155,9.072541601317786,3,4,2,342,342,Other,0,4349.91121751026,M,30,Cash
C00429,5298.509999999999,3,24,8.575369642435998,5,2,2,522,522,New / Promising,0,2645.630848153214,M,27,Cash
C00430,8123.450000000001,3,131,9.002633312599018,3,2,2,322,322,Other,0,4056.168604651163,M,25,Credit Card
C00431,2928.25,2,270,7.982501696548265,2,1,1,211,211,At Risk / Churn,1,1462.1220930232557,M,52,Mobile Payment
C00432,22274.64,5,25,10.011248983688326,5,4,5,545,545,Champions,0,11122.084268125855,F,33,Cash
C00433,237.56,2,504,5.474620851016429,1,1,1,111,111,At Risk / Churn,1,118.61751025991792,M,41,Credit Card
C00434,760.69,1,98,6.63553964876427,4,1,1,411,411,New / Promising,1,379.8246922024624,F,41,Cash
C00435,6942.24,5,133,8.845523803345817,3,4,2,342,342,Other,0,3466.371545827633,F,26,Credit Card
C00436,21360.09,7,43,9.969326321734695,5,5,5,555,555,Champions,0,10665.434815321478,F,23,Credit Card
C00437,12537.03,4,82,9.436521704557164,4,3,3,433,433,Loyal,0,6259.939740082079,M,22,Cash
C00438,17948.81,4,19,9.795334808902187,5,3,4,534,534,Loyal,0,8962.128112175104,F,59,Mobile Payment
C00439,6557.7,1,364,8.788547691568013,1,1,2,112,112,At Risk / Churn,1,3274.364569083447,F,27,Mobile Payment
C00440,7208.99,4,44,8.883222843315481,5,3,2,532,532,Other,0,3599.5640902872774,F,51,Mobile Payment
C00441,10850.99,5,477,9.292103752289272,1,4,3,143,143,Frequent but at risk,1,5418.072982216142,M,20,Credit Card
C00442,5519.6,3,349,8.61624182901637,1,2,2,122,122,At Risk / Churn,1,2756.0246238030095,M,54,Cash
C00443,17200.760000000002,3,425,9.752766983148035,1,2,4,124,124,Other,0,8588.614774281807,F,26,Mobile Payment
C00444,4426.18,1,625,8.395518091494448,1,1,1,111,111,At Risk / Churn,1,2210.0625170998633,M,29,Mobile Payment
C00445,28777.5,7,16,10.26738385955564,5,5,5,555,555,Champions,0,14369.06634746922,F,42,Mobile Payment
C00446,36345.9,8,57,10.500864197344209,4,5,5,455,455,Champions,0,18148.089603283173,F,18,Cash
C00447,15666.48,7,302,9.659342505570171,1,5,4,154,154,Frequent but at risk,0,7822.524213406292,M,25,Mobile Payment
C00448,24952.74,6,31,10.124778989745412,5,5,5,555,555,Champions,0,12459.302462380301,F,60,Credit Card
C00449,10914.24,2,38,9.297915256832095,5,1,3,513,513,New / Promising,0,5449.654719562243,F,46,Cash
C00451,29278.27,9,224,10.284635036070458,2,5,5,255,255,Frequent but at risk,0,14619.108823529412,M,29,Cash
C00452,13214.539999999999,3,375,9.489148688859606,1,2,3,123,123,Other,1,6598.231326949383,M,52,Mobile Payment
C00453,6866.93,2,55,8.834618029769736,4,1,2,412,412,New / Promising,0,3428.76805745554,F,51,Cash
C00454,10055.29,3,31,9.215953588358637,5,2,3,523,523,New / Promising,0,5020.767236662107,M,49,Cash
C00455,10579.83,4,61,9.26679915224074,4,3,3,433,433,Loyal,0,5282.678454172366,M,22,Credit Card
C00456,205.6,1,325,5.330784556685538,1,1,1,111,111,At Risk / Churn,1,102.6593707250342,F,38,Credit Card
C00457,11991.41,3,188,9.392029228657627,2,2,3,223,223,Other,0,5987.50294117647,F,50,Credit Card
C00458,1809.3,3,83,7.501247856381898,4,2,1,421,421,New / Promising,1,903.4124487004103,M,33,Cash
C00459,7317.320000000001,3,278,8.8981360724176,2,2,2,222,222,At Risk / Churn,1,3653.654993160055,F,19,Credit Card
C00460,5415.91,2,135,8.597280821157685,3,1,2,312,312,Other,1,2704.2505471956224,M,29,Mobile Payment
C00461,10956.96,2,214,9.301821411790549,2,1,3,213,213,Other,0,5470.985499316005,F,37,Credit Card
C00462,13796.76,5,29,9.532261539129587,5,4,4,544,544,Champions,0,6888.9430916552665,F,25,Credit Card
C00463,17809.32,5,37,9.787533343556321,5,4,4,544,544,Champions,0,8892.478522571819,F,59,Cash
C00464,3072.57,3,97,8.030595031425273,4,2,1,421,421,New / Promising,1,1534.1833789329685,F,35,Credit Card
C00465,20219.87,5,49,9.914470518355072,4,4,5,445,445,Champions,0,10096.104719562243,F,58,Credit Card
C00466,10979.66,6,157,9.303890822546649,3,5,3,353,353,Loyal,0,5482.319972640218,M,44,Cash
C00467,34409.74,8,51,10.446124003936633,4,5,5,455,455,Champions,0,17181.333926128587,M,47,Credit Card
C00468,3007.09,2,300,8.009060604834897,1,1,1,111,111,At Risk / Churn,1,1501.4881668946648,M,45,Cash
C00469,13783.32,5,125,9.531286993260407,3,4,4,344,344,Loyal,0,6882.232284541723,M,59,Cash
C00470,10248.56,4,156,9.234990056815903,3,3,3,333,333,Loyal,0,5117.270041039671,M,25,Cash
C00471,17140.7,4,134,9.749269370430643,3,3,4,334,334,Loyal,0,8558.62585499316,M,38,Mobile Payment
C00472,37487.38,7,1,10.53178629727324,5,5,5,555,555,Champions,0,18718.0488372093,M,58,Mobile Payment
C00473,15840.0,4,66,9.670356794688852,4,3,4,434,434,Loyal,0,7909.165526675786,M,46,Credit Card
C00474,14354.240000000002,7,48,9.571870311328675,4,5,4,454,454,Champions,0,7167.301778385773,F,32,Credit Card
C00475,6300.16,2,234,8.748489022414459,2,1,2,212,212,At Risk / Churn,1,3145.7707250341996,F,19,Mobile Payment
C00476,6986.1,5,138,8.851820870744291,3,4,2,342,342,Other,0,3488.2715458276334,F,21,Cash
C00477,17766.08,4,139,9.78510258575555,3,3,4,334,334,Loyal,0,8870.888098495212,M,42,Cash
C00478,14083.05,2,123,9.552798230396446,3,1,4,314,314,Other,0,7031.892270861832,F,22,Cash
C00479,8211.73,5,140,9.013440668488983,3,4,2,342,342,Other,0,4100.248221614227,F,24,Cash
C00480,23417.63,5,72,10.06128713842959,4,4,5,445,445,Champions,0,11692.797469220246,F,46,Credit Card
C00482,12355.47,3,135,9.421935091515103,3,2,3,323,323,Other,0,6169.28392612859,F,52,Cash
C00483,13370.05,2,570,9.500847201043767,1,1,3,113,113,Other,1,6675.879958960328,M,45,Mobile Payment
C00484,9857.76,3,327,9.19611567903906,1,2,3,123,123,Other,1,4922.137346101231,M,36,Credit Card
C00485,18444.35,5,109,9.822567585182815,3,4,4,344,344,Loyal,0,9209.559165526674,F,49,Cash
C00486,11693.970000000001,5,221,9.366914113816186,2,4,3,243,243,Frequent but at risk,0,5838.986388508893,M,55,Credit Card
C00487,5306.23,4,396,8.576825320875033,1,3,2,132,132,Other,1,2649.485567715458,M,29,Cash
C00488,28659.42,7,4,10.263272355845617,5,5,5,555,555,Champions,0,14310.10711354309,F,26,Cash
C00489,11116.96,1,547,9.31631709773756,1,1,3,113,113,Other,1,5550.876060191517,M,54,Cash
C00490,5271.1900000000005,2,353,8.570201114986656,1,1,2,112,112,At Risk / Churn,1,2631.9895348837213,F,18,Mobile Payment
C00491,12892.0,2,89,9.464439807410837,4,1,3,413,413,New / Promising,0,6437.181942544459,F,44,Credit Card
C00492,17736.54,5,47,9.783438576574987,4,4,4,444,444,Champions,0,8856.138303693571,M,39,Cash
C00493,31678.149999999998,4,223,10.363414014760329,2,3,5,235,235,Other,0,15817.407318741449,M,29,Credit Card
C00494,13389.15,4,287,9.502274641012315,2,3,3,233,233,Other,0,6685.416894664842,F,24,Cash
C00495,12965.61,5,12,9.47013287074893,5,4,3,543,543,Loyal,0,6473.936593707251,M,23,Credit Card
C00496,7567.72,1,313,8.931779243627156,1,1,2,112,112,At Risk / Churn,1,3778.6837209302325,M,24,Cash
C00497,6780.629999999999,3,49,8.821972765019224,4,2,2,422,422,New / Promising,0,3385.67708618331,F,57,Credit Card
C00498,19099.829999999998,5,56,9.857487068587941,4,4,4,444,444,Champions,0,9536.850820793432,F,34,Cash
C00499,552.45,1,682,6.316171413831633,1,1,1,111,111,At Risk / Churn,1,275.84712722298224,F,37,Cash
C00500,15625.619999999999,5,8,9.656731149230202,5,4,4,544,544,Champions,0,7802.122161422708,F,49,Mobile Payment
C00501,1998.06,3,212,7.600432349057463,2,2,1,221,221,At Risk / Churn,1,997.6633378932968,M,49,Cash
C00502,14124.88,4,210,9.555763854958977,2,3,4,234,234,Other,0,7052.778659370724,M,33,Cash
C00503,15333.810000000001,4,14,9.637880686513983,5,3,4,534,534,Loyal,0,7656.416757865937,M,54,Credit Card
C00504,10632.72,3,106,9.271785363080049,3,2,3,323,323,Other,0,5309.087277701778,M,26,Credit Card
C00505,4879.92,3,383,8.49308900566883,1,2,1,121,121,At Risk / Churn,1,2436.6221614227084,M,22,Cash
C00506,18563.73,5,85,9.829018823009598,4,4,4,444,444,Champions,0,9269.167510259917,M,39,Mobile Payment
C00507,24226.16,7,166,10.095229596870773,3,5,5,355,355,Loyal,0,12096.509439124486,F,53,Credit Card
C00508,2179.96,3,229,7.687520425822533,2,2,1,221,221,At Risk / Churn,1,1088.4889192886455,F,60,Mobile Payment
C00509,11892.66,3,466,9.383760764016355,1,2,3,123,123,Other,1,5938.195485636114,F,36,Cash
