Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01036,C00948,"P00133,P00087,P00515",10/07/2024,TKO
INV01037,C00562,"P00018,P00484,P00113,P00027,P00530",28/12/2025,MK
INV01038,C00794,"P00039,P00130,P00155,P00101,P00368",12/04/2024,TKO
INV01039,C00178,"P00032,P00232,P00362,P00451,P00337",15/03/2024,CYB
INV01040,C01104,"P00283,P00213,P00163,P00350",15/11/2024,ST
INV01041,C00848,"P00401,P00018,P00019,P00060,P00126",11/09/2024,TKO
INV01042,C00773,"P00271,P00387,P00211",08/11/2024,CYB
INV01043,C00754,"P00199,P00469,P00092,P00372,P00525",23/02/2025,TKO
INV01044,C00944,"P00223,P00220",12/11/2025,MK
INV01045,C00096,"P00103,P00073,P00523,P00036,P00218",30/01/2025,TKO
INV01046,C00021,"P00089,P00200,P00140",30/09/2025,ST
INV01047,C00734,P00268,22/07/2025,ST
INV01048,C00068,P00128,07/08/2025,ST
INV01049,C00395,"P00270,P00248,P00254,P00219",08/10/2025,ST
INV01050,C00931,"P00073,P00276,P00227,P00477,P00215",19/04/2025,TKO
INV01051,C00721,"P00322,P00439,P00447,P00353",09/12/2024,TKO
INV01052,C00427,"P00264,P00438,P00021,P00460,P00531",28/11/2025,ST
INV01053,C00842,"P00271,P00387,P00144",23/05/2025,TKO
INV01054,C00178,P00188,07/04/2024,TKO
INV01055,C00463,"P00108,P00010,P00471,P00152",20/01/2025,MK
INV01056,C00930,"P00322,P00511,P00277,P00493",29/07/2024,ST
INV01057,C00220,"P00102,P00398",18/10/2024,MK
INV01058,C00207,"P00040,P00171,P00499",06/05/2025,ST
INV01059,C00076,"P00249,P00450,P00122,P00116,P00177",20/03/2025,CYB
INV01060,C00126,"P00504,P00153,P00251,P00249",15/06/2025,ST
INV01061,C00125,"P00317,P00470,P00313,P00171",13/12/2025,TKO
INV01062,C00238,"P00007,P00174,P00321,P00318",24/09/2024,ST
INV01063,C00472,"P00271,P00387",02/11/2024,ST
INV01064,C00884,"P00173,P00220,P00340",21/05/2025,CYB
INV01065,C00952,"P00067,P00208,P00499,P00295,P00094",25/08/2024,ST
INV01066,C00957,"P00396,P00008,P00197",14/02/2024,TKO
INV01067,C00720,"P00458,P00401,P00080,P00332,P00268",07/10/2024,ST
INV01068,C01101,"P00288,P00256,P00357,P00425",23/01/2025,CYB
INV01069,C00412,"P00021,P00402,P00262",29/10/2024,TKO
INV01070,C00909,"P00271,P00387,P00446",19/03/2025,TKO
INV01071,C00016,"P00128,P00462,P00511,P00316,P00126",19/01/2025,TKO
INV01072,C00796,"P00462,P00044",12/07/2025,TKO
INV01073,C00119,"P00382,P00002",28/01/2025,TKO
INV01074,C00411,P00043,21/04/2025,MK
INV01075,C00170,P00405,10/07/2025,CYB
INV01076,C00618,"P00271,P00387",02/04/2025,CYB
INV01077,C00192,P00365,16/12/2025,TKO
INV01078,C00457,"P00298,P00304,P00057",16/07/2024,CYB
INV01079,C00929,P00279,13/09/2024,TKO
INV01080,C00697,"P00499,P00342,P00115",22/05/2024,CYB
INV01081,C00241,P00497,05/10/2025,TKO
INV01082,C00326,"P00271,P00387",25/01/2024,TKO
INV01083,C00941,P00292,12/03/2025,ST
INV01084,C00488,"P00306,P00151,P00190",30/11/2025,CYB
INV01085,C00346,P00467,30/08/2024,TKO
INV01086,C00772,"P00453,P00514,P00216,P00334",18/02/2024,MK
INV01087,C00215,"P00204,P00524,P00239",26/02/2025,ST
INV01088,C00566,"P00284,P00033,P00375,P00104,P00016",20/12/2025,TKO
INV01089,C00577,"P00357,P00078",16/09/2025,ST
INV01090,C00275,"P00077,P00529",09/04/2024,TKO
INV01091,C01007,"P00270,P00442",12/06/2025,MK
INV01092,C00743,"P00045,P00048,P00149,P00397",27/11/2024,CYB
INV01093,C01072,"P00271,P00387",20/02/2024,CYB
INV01094,C00004,P00083,20/05/2024,MK
INV01095,C00081,"P00113,P00036,P00451",07/01/2024,TKO
INV01096,C00715,"P00533,P00033,P00488,P00134,P00005",02/02/2024,CYB
INV01097,C00503,"P00506,P00313",29/06/2025,CYB
INV01098,C00674,"P00003,P00071,P00268,P00478,P00402",03/03/2025,MK
INV01099,C00532,"P00110,P00155",15/02/2025,ST
INV01100,C00657,"P00280,P00117,P00298",03/03/2024,TKO
INV01101,C01170,"P00362,P00061,P00089,P00038,P00084",14/12/2024,ST
INV01102,C00896,"P00107,P00415,P00396,P00210",11/11/2025,TKO
INV01103,C00877,"P00288,P00289",27/12/2024,CYB
INV01104,C00694,"P00053,P00485,P00130,P00462,P00011",14/04/2025,CYB
INV01105,C00357,"P00298,P00054,P00492,P00149,P00361",19/06/2024,TKO
INV01106,C00248,P00065,09/02/2024,MK
INV01107,C00328,"P00401,P00349,P00063,P00439",05/06/2024,CYB
INV01108,C00746,"P00220,P00212,P00115,P00299,P00484",06/02/2025,ST
INV01109,C00161,"P00369,P00163,P00416,P00140,P00158",13/03/2024,TKO
INV01110,C00339,"P00279,P00066,P00254",18/09/2025,MK
INV01111,C00428,"P00480,P00030,P00003,P00449",30/07/2025,TKO
INV01112,C00560,"P00047,P00167,P00161",16/11/2025,ST
INV01113,C00785,"P00271,P00387,P00342,P00320",31/03/2025,CYB
INV01114,C00692,"P00098,P00443,P00287,P00011",16/06/2024,CYB
INV01115,C01091,"P00333,P00154,P00474",31/08/2024,ST
INV01116,C00216,P00457,07/08/2025,TKO
INV01117,C00651,"P00270,P00442,P00004",16/10/2024,ST
INV01118,C00141,"P00229,P00253,P00316,P00043",31/08/2025,CYB
INV01119,C00029,P00344,13/07/2024,ST
INV01120,C01158,P00403,18/02/2024,CYB
INV01121,C00853,"P00497,P00186,P00361,P00472,P00378",05/04/2024,TKO
INV01122,C00412,"P00107,P00270,P00209,P00532,P00206",27/06/2025,TKO
INV01123,C00691,"P00013,P00308,P00045,P00480",05/10/2025,TKO
INV01124,C00500,"P00080,P00088",24/12/2025,CYB
INV01125,C00411,"P00384,P00260,P00430,P00115",19/11/2025,MK
INV01126,C00160,"P00439,P00357,P00295",29/11/2025,MK
INV01127,C01123,"P00098,P00363,P00348,P00266",11/12/2025,CYB
INV01128,C01118,P00151,16/04/2024,MK
INV01129,C00029,"P00532,P00209,P00174",21/08/2024,MK
INV01130,C00623,"P00019,P00117",30/01/2024,CYB
INV01131,C00753,P00134,13/03/2024,MK
INV01132,C00765,"P00364,P00412",06/03/2025,ST
INV01133,C00076,"P00271,P00387",11/09/2024,ST
INV01134,C00705,"P00270,P00442",28/01/2024,CYB
INV01135,C00828,P00349,22/03/2024,CYB
INV01136,C00469,P00414,27/03/2025,ST
INV01137,C00748,P00338,21/06/2025,ST
INV01138,C00462,"P00507,P00235",03/12/2025,MK
INV01139,C00815,"P00456,P00224,P00142,P00398",26/01/2025,CYB
INV01140,C00775,"P00350,P00060,P00490,P00045",15/12/2025,ST
INV01141,C00905,P00280,01/05/2024,MK
INV01142,C00619,"P00270,P00442,P00089,P00486",01/11/2025,CYB
INV01143,C00933,"P00270,P00442,P00250",15/02/2025,CYB
INV01144,C00199,"P00270,P00442,P00250,P00167",20/12/2025,TKO
INV01145,C00267,"P00432,P00124,P00209,P00083",14/11/2025,TKO
INV01146,C00489,"P00252,P00477,P00178,P00144",03/07/2024,TKO
INV01147,C00465,"P00270,P00442",13/11/2025,TKO
INV01148,C00334,"P00195,P00350,P00126,P00402",01/01/2024,TKO
INV01149,C00875,"P00270,P00442,P00526,P00218",18/07/2025,CYB
INV01150,C00542,"P00386,P00207",10/01/2024,CYB
INV01151,C00631,"P00533,P00142,P00504,P00120",31/07/2025,MK
INV01152,C00155,P00098,08/10/2025,MK
INV01153,C00955,"P00522,P00141",08/06/2024,MK
INV01154,C00839,"P00175,P00114,P00278",13/03/2024,MK
INV01155,C00419,"P00249,P00345,P00022,P00054",03/05/2024,ST
INV01156,C00169,"P00450,P00517",14/12/2024,ST
INV01157,C00526,"P00213,P00322,P00266,P00112",09/02/2024,MK
INV01158,C01167,"P00392,P00014",22/08/2024,ST
INV01159,C00007,"P00271,P00387",21/08/2024,MK
INV01160,C00485,P00173,14/09/2025,MK
INV01161,C00815,"P00180,P00124,P00363,P00223",20/06/2024,CYB
INV01162,C00901,"P00141,P00172,P00321",19/02/2025,MK
INV01163,C00181,P00171,13/09/2024,TKO
INV01164,C00770,"P00374,P00009,P00036",26/01/2025,MK
INV01165,C00470,"P00400,P00120",04/12/2024,TKO
INV01166,C00874,"P00445,P00408,P00430",22/09/2024,CYB
INV01167,C00019,"P00092,P00495,P00422,P00454,P00136",18/04/2025,MK
INV01168,C00535,"P00250,P00205,P00216,P00388,P00455",13/06/2025,TKO
INV01169,C00086,"P00414,P00040,P00207,P00141",15/02/2025,ST
INV01170,C00221,"P00270,P00442,P00105,P00024",23/03/2024,MK
INV01171,C00999,"P00271,P00387,P00147,P00168",10/05/2025,CYB
INV01172,C00520,"P00270,P00442",30/05/2024,CYB
INV01173,C01065,"P00270,P00442,P00039,P00518",18/04/2025,MK
INV01174,C01143,"P00270,P00442,P00027,P00180",08/12/2024,TKO
INV01175,C01146,"P00363,P00451,P00254",24/04/2025,MK
INV01176,C00192,P00219,01/02/2025,TKO
INV01177,C00617,"P00499,P00370,P00256,P00487",12/08/2025,ST
INV01178,C01083,"P00410,P00105,P00364",13/08/2024,MK
INV01179,C00041,P00067,05/01/2025,CYB
INV01180,C01022,P00061,15/03/2024,TKO
INV01181,C00409,"P00271,P00387,P00466",16/05/2024,TKO
INV01182,C00614,"P00271,P00387",28/11/2024,MK
INV01183,C01120,"P00421,P00326,P00239,P00286",20/03/2024,ST
INV01184,C00903,P00233,07/09/2024,TKO
INV01185,C00243,"P00271,P00387,P00107",12/11/2024,ST
INV01186,C00510,"P00080,P00032",10/04/2024,MK
INV01187,C00586,"P00116,P00171,P00250,P00509",24/11/2024,TKO
INV01188,C00463,"P00158,P00344,P00409",25/06/2024,CYB
INV01189,C00082,"P00479,P00188,P00514,P00167,P00155",17/07/2024,MK
INV01190,C00859,"P00270,P00442,P00026",25/10/2025,TKO
INV01191,C00458,"P00036,P00028,P00429,P00011,P00345",10/10/2025,TKO
INV01192,C00324,"P00087,P00045,P00103,P00437,P00185",13/07/2025,TKO
INV01193,C00011,"P00271,P00387,P00066,P00182",01/08/2024,TKO
INV01194,C00535,"P00140,P00108,P00102",19/08/2024,ST
INV01195,C00651,"P00111,P00413",14/10/2024,TKO
INV01196,C00147,"P00464,P00371,P00111,P00261,P00033",28/11/2024,MK
INV01197,C00907,"P00378,P00092,P00187,P00095",10/09/2025,ST
INV01198,C00800,"P00084,P00043,P00380",16/07/2025,CYB
INV01199,C00187,"P00270,P00442",27/08/2024,MK
INV01200,C00732,"P00072,P00411",25/10/2024,CYB
INV01201,C00916,"P00113,P00447,P00426",12/07/2025,MK
INV01202,C00811,"P00173,P00146,P00059,P00451,P00452",13/04/2025,TKO
INV01203,C00582,"P00316,P00333,P00067",01/09/2025,MK
INV01204,C00078,"P00270,P00442,P00526",13/08/2024,TKO
INV01205,C00871,"P00130,P00436,P00330,P00398,P00032",01/01/2025,CYB
INV01206,C00785,"P00367,P00488,P00311",27/09/2024,MK
INV01207,C00923,"P00392,P00334,P00521,P00461,P00191",21/07/2024,TKO
INV01208,C00332,"P00270,P00442,P00268,P00002",21/04/2025,ST
INV01209,C00959,"P00363,P00478",04/01/2025,MK
INV01210,C00287,"P00330,P00415,P00158",25/04/2024,TKO
INV01211,C01003,"P00135,P00384,P00189,P00187,P00066",12/08/2024,TKO
INV01212,C00865,P00035,05/08/2024,CYB
INV01213,C00761,P00335,11/07/2024,TKO
INV01214,C00653,"P00270,P00442,P00413,P00066",09/11/2024,MK
INV01215,C00383,P00209,07/04/2024,MK
INV01216,C01073,P00440,26/10/2024,TKO
INV01217,C00818,"P00416,P00459,P00220,P00345",21/03/2025,TKO
INV01218,C00923,"P00271,P00387,P00156",11/04/2024,CYB
INV01219,C01156,"P00343,P00131,P00359",10/05/2024,ST
INV01220,C00849,"P00271,P00387",22/12/2024,ST
INV01221,C00408,"P00009,P00104",03/03/2024,ST
INV01222,C01055,"P00298,P00484",19/02/2025,MK
INV01223,C00142,P00217,23/11/2025,TKO
INV01224,C00719,P00239,25/06/2024,TKO
INV01225,C00358,"P00332,P00331,P00250",05/03/2024,CYB
INV01226,C00516,P00107,05/02/2024,MK
INV01227,C00327,"P00270,P00442,P00126",09/06/2024,MK
INV01228,C01136,"P00271,P00387,P00384,P00278",13/08/2025,ST
INV01229,C00662,"P00427,P00129",08/03/2025,TKO
INV01230,C00021,P00418,02/11/2024,CYB
INV01231,C00666,"P00017,P00044",07/08/2024,CYB
INV01232,C00282,"P00086,P00381,P00491",01/02/2025,ST
INV01233,C00037,"P00136,P00149,P00417,P00301,P00475",03/04/2024,ST
INV01234,C00571,P00404,07/11/2024,MK
INV01235,C00324,"P00271,P00387,P00231,P00476",12/10/2024,MK
INV01236,C00651,"P00271,P00387,P00338",09/05/2024,MK
INV01237,C00616,"P00024,P00048,P00333,P00059,P00292",13/04/2024,MK
INV01238,C00280,"P00215,P00419,P00402,P00490",09/02/2025,CYB
INV01239,C00692,P00227,23/08/2024,MK
INV01240,C00567,"P00348,P00354,P00418",05/01/2025,TKO
INV01241,C00006,"P00270,P00442,P00365",28/02/2025,TKO
INV01242,C00651,"P00391,P00049,P00241",12/06/2025,MK
INV01243,C00401,"P00211,P00021,P00376",17/03/2025,TKO
INV01244,C01035,"P00293,P00049,P00153,P00365,P00381",13/04/2024,TKO
INV01245,C00799,"P00270,P00442,P00414,P00449",18/03/2024,TKO
INV01246,C00371,"P00511,P00082,P00289",09/06/2024,MK
INV01247,C00075,"P00421,P00106,P00411,P00412",14/02/2025,CYB
INV01248,C00699,"P00171,P00293,P00417,P00032,P00421",08/05/2025,TKO
INV01249,C00914,"P00160,P00398,P00282,P00386,P00156",04/07/2025,MK
INV01250,C00910,"P00444,P00119,P00242,P00169",10/01/2025,CYB
INV01251,C00787,"P00270,P00442",20/06/2024,TKO
INV01252,C00507,"P00453,P00119",19/07/2025,MK
INV01253,C00553,"P00099,P00435,P00408,P00437,P00365",15/07/2024,TKO
INV01254,C00310,"P00110,P00113,P00151",25/04/2024,TKO
INV01255,C00671,"P00085,P00192,P00200",18/12/2025,MK
INV01256,C00526,"P00480,P00371,P00098,P00514,P00358",08/03/2024,CYB
INV01257,C00983,"P00270,P00442,P00325,P00127",05/10/2025,CYB
INV01258,C00469,"P00271,P00387,P00410,P00033",10/05/2024,ST
INV01259,C00130,"P00270,P00442",05/10/2024,ST
INV01260,C00149,"P00068,P00167,P00515,P00014,P00222",24/02/2024,MK
INV01261,C00102,"P00358,P00407,P00510",20/10/2025,CYB
INV01262,C00200,"P00125,P00527,P00031,P00304,P00427",19/02/2025,MK
INV01263,C00264,"P00251,P00345,P00270,P00445,P00161",18/04/2024,TKO
INV01264,C00783,"P00524,P00146",31/01/2024,ST
INV01265,C00009,"P00120,P00314",09/03/2024,TKO
INV01266,C00269,"P00385,P00017,P00265",15/03/2024,CYB
INV01267,C00269,"P00012,P00446,P00218,P00252,P00265",25/12/2025,ST
INV01268,C00681,"P00122,P00175,P00158,P00378,P00009",01/03/2025,ST
INV01269,C00879,"P00216,P00277",03/10/2025,CYB
INV01270,C00841,"P00526,P00018,P00283,P00503",29/02/2024,TKO
INV01271,C00263,"P00298,P00503,P00373,P00185",11/03/2024,CYB
INV01272,C00217,P00096,01/12/2025,TKO
INV01273,C01028,"P00493,P00301",05/11/2025,MK
INV01274,C00102,"P00293,P00135",07/10/2025,TKO
INV01275,C00044,"P00514,P00427,P00197,P00470,P00081",11/09/2025,TKO
INV01276,C00797,"P00152,P00199,P00294,P00404,P00212",07/04/2025,MK
INV01277,C00219,"P00271,P00387",25/08/2025,ST
INV01278,C00204,"P00342,P00055",03/05/2025,TKO
INV01279,C00065,"P00271,P00387,P00025,P00197",04/01/2024,CYB
INV01280,C00690,"P00168,P00495",18/11/2024,ST
INV01281,C01164,"P00350,P00408,P00386,P00097",08/06/2025,ST
INV01282,C00067,"P00263,P00495,P00381",22/08/2024,TKO
INV01283,C01145,"P00157,P00256,P00148,P00334,P00327",22/02/2025,MK
INV01284,C00906,"P00359,P00485,P00153,P00143,P00308",15/04/2025,ST
INV01285,C00856,P00481,27/01/2025,MK
INV01286,C00720,"P00417,P00117,P00206",04/01/2025,TKO
INV01287,C01017,"P00426,P00478,P00385,P00192,P00237",30/05/2024,CYB
INV01288,C00264,"P00085,P00128",25/02/2024,TKO
INV01289,C00289,"P00054,P00377",11/09/2024,MK
INV01290,C00654,"P00434,P00143,P00204,P00391,P00166",12/09/2025,TKO
INV01291,C00462,"P00270,P00442",22/05/2024,CYB
INV01292,C00889,"P00497,P00064,P00387",01/01/2025,CYB
INV01293,C00272,"P00270,P00442,P00170,P00099",27/06/2025,MK
INV01294,C00473,"P00419,P00417,P00058,P00037,P00339",08/06/2025,CYB
INV01295,C00168,"P00040,P00235,P00368",13/03/2025,TKO
INV01296,C00196,"P00102,P00321",06/08/2025,MK
INV01297,C00236,"P00384,P00494,P00221,P00117,P00472",09/07/2024,ST
INV01298,C00339,"P00017,P00220,P00287,P00093",12/03/2025,ST
INV01299,C00135,"P00315,P00371,P00154,P00272",26/01/2025,TKO
INV01300,C00354,"P00006,P00340,P00221",07/07/2025,TKO
INV01301,C00799,P00041,21/06/2024,TKO
INV01302,C00839,"P00132,P00416,P00042",21/04/2025,MK
INV01303,C00879,"P00270,P00442,P00130",28/01/2025,TKO
INV01304,C00352,"P00271,P00387",31/12/2024,CYB
INV01305,C00770,"P00270,P00442,P00063,P00037",30/05/2025,TKO
INV01306,C00281,P00367,28/11/2024,ST
INV01307,C00601,"P00027,P00167",02/12/2025,MK
INV01308,C01009,"P00304,P00395,P00132,P00140,P00466",10/07/2025,CYB
INV01309,C00257,"P00271,P00387",01/10/2025,TKO
INV01310,C01107,"P00008,P00273",17/07/2024,CYB
INV01311,C00421,P00396,14/10/2024,MK
INV01312,C00923,"P00359,P00283,P00517,P00522,P00222",18/08/2024,ST
INV01313,C00447,"P00514,P00111,P00299",05/09/2024,CYB
INV01314,C00306,P00148,05/09/2025,MK
INV01315,C00972,"P00292,P00273",18/12/2024,MK
INV01316,C00597,"P00465,P00332,P00511,P00205,P00250",11/07/2024,MK
INV01317,C00880,"P00107,P00127",14/09/2024,TKO
INV01318,C00679,P00110,25/01/2025,CYB
INV01319,C00286,P00226,31/05/2024,TKO
INV01320,C00687,"P00237,P00126,P00124",13/10/2025,CYB
INV01321,C00201,"P00520,P00474",23/07/2025,MK
INV01322,C00081,"P00464,P00478,P00451",04/09/2025,TKO
INV01323,C00474,"P00208,P00485,P00162",15/04/2024,TKO
INV01324,C00310,"P00463,P00296,P00141",03/08/2024,ST
INV01325,C00622,"P00271,P00387,P00033",12/05/2025,MK
INV01326,C00098,"P00049,P00182,P00290,P00194",04/03/2024,CYB
INV01327,C01090,"P00271,P00387,P00437,P00116",18/11/2024,MK
INV01328,C00694,"P00419,P00521",05/09/2025,TKO
INV01329,C00563,"P00065,P00018",14/02/2025,ST
INV01330,C01046,"P00283,P00288",12/03/2024,TKO
INV01331,C00574,"P00138,P00407,P00339,P00176,P00355",25/12/2024,ST
INV01332,C01098,"P00270,P00442,P00136",28/12/2025,ST
INV01333,C01057,"P00391,P00328",04/01/2024,ST
INV01334,C00384,"P00271,P00387,P00085",24/09/2025,MK
INV01335,C00025,"P00046,P00151,P00294,P00215,P00422",25/10/2024,CYB
INV01336,C01065,"P00012,P00210,P00421",21/04/2025,ST
INV01337,C00550,"P00179,P00309,P00395",22/07/2024,ST
INV01338,C00275,"P00270,P00442",07/03/2025,CYB
INV01339,C01175,"P00369,P00355,P00094",13/03/2024,ST
INV01340,C00641,"P00312,P00019,P00482",10/07/2024,TKO
INV01341,C00019,P00042,15/03/2024,CYB
INV01342,C00964,"P00289,P00357,P00351",02/11/2024,MK
INV01343,C00666,"P00040,P00122,P00016,P00097,P00455",24/02/2024,TKO
INV01344,C00429,"P00146,P00103,P00286,P00399",23/02/2025,MK
INV01345,C00798,"P00271,P00387",19/09/2025,TKO
INV01346,C00276,"P00455,P00333",19/01/2024,TKO
INV01347,C00969,P00339,21/01/2025,TKO
INV01348,C01000,"P00532,P00025,P00206,P00145",07/09/2024,CYB
INV01349,C00878,"P00100,P00211,P00099,P00317,P00102",31/08/2025,CYB
INV01350,C00154,"P00033,P00007,P00022,P00303,P00531",25/09/2025,ST
INV01351,C01087,"P00270,P00442,P00199",27/05/2025,MK
INV01352,C00545,"P00467,P00509,P00013,P00190",09/07/2025,TKO
INV01353,C01056,"P00151,P00349",28/11/2025,TKO
INV01354,C00155,"P00416,P00527,P00458,P00274,P00469",29/04/2024,MK
INV01355,C00835,"P00420,P00504,P00169",03/04/2025,ST
INV01356,C00918,P00041,08/04/2025,MK
INV01357,C00619,"P00140,P00367,P00291,P00292,P00385",25/08/2024,MK
INV01358,C00828,"P00138,P00179",10/04/2024,CYB
INV01359,C01026,P00187,10/02/2024,TKO
INV01360,C00526,"P00326,P00081,P00492,P00101,P00146",29/03/2025,TKO
INV01361,C00796,"P00084,P00266",18/05/2024,ST
INV01362,C00645,P00324,26/09/2025,MK
INV01363,C00759,"P00161,P00386,P00106,P00268",29/09/2025,MK
INV01364,C00436,"P00270,P00442,P00174,P00179",22/03/2025,MK
INV01365,C00266,"P00361,P00116,P00412,P00483,P00293",20/08/2025,MK
INV01366,C00770,"P00270,P00442",27/03/2024,TKO
INV01367,C01063,"P00270,P00442,P00264,P00301",20/11/2025,MK
INV01368,C01059,P00311,16/12/2025,MK
INV01369,C00357,"P00247,P00171",24/01/2025,TKO
INV01370,C00192,P00414,15/12/2024,MK
INV01371,C00838,P00478,30/01/2025,TKO
INV01372,C00161,"P00337,P00523,P00036,P00515",12/06/2025,TKO
INV01373,C00395,P00496,18/07/2025,TKO
INV01374,C00305,"P00431,P00510,P00365",07/02/2024,MK
INV01375,C00574,"P00270,P00442,P00379",23/10/2025,MK
INV01376,C00715,"P00271,P00387,P00049,P00335",05/12/2024,MK
INV01377,C00747,"P00270,P00442",18/03/2025,CYB
INV01378,C00673,"P00505,P00451,P00213,P00373,P00135",18/01/2024,ST
INV01379,C00513,"P00346,P00225",23/04/2024,ST
INV01380,C01162,"P00461,P00061,P00048",29/12/2025,ST
INV01381,C00326,"P00523,P00531,P00153",24/10/2024,TKO
INV01382,C01128,"P00194,P00090,P00495,P00127",26/11/2025,CYB
INV01383,C00762,"P00281,P00507,P00112,P00065,P00503",13/06/2024,MK
INV01384,C00984,"P00141,P00051,P00151,P00283",10/01/2025,CYB
INV01385,C00016,"P00467,P00290,P00189,P00136,P00535",30/06/2025,TKO
INV01386,C00001,"P00046,P00087,P00040,P00497",03/11/2025,TKO
INV01387,C00644,"P00271,P00387",19/04/2024,CYB
INV01388,C00545,"P00270,P00442,P00450,P00350",19/06/2024,TKO
INV01389,C00724,"P00414,P00161",21/01/2025,MK
INV01390,C00681,"P00429,P00258,P00531,P00070,P00330",21/05/2025,ST
INV01391,C00905,"P00528,P00147,P00211,P00358",26/05/2025,TKO
INV01392,C00733,"P00278,P00396,P00247,P00388,P00376",18/12/2024,ST
INV01393,C00854,"P00169,P00398,P00078",11/04/2024,CYB
INV01394,C00326,"P00271,P00387",01/07/2025,CYB
INV01395,C00365,"P00304,P00299,P00270",27/11/2024,CYB
INV01396,C00861,"P00035,P00157,P00318,P00352",11/11/2024,MK
INV01397,C00660,P00307,02/04/2025,CYB
INV01398,C01025,"P00271,P00387,P00232,P00426",07/04/2025,ST
INV01399,C01105,"P00270,P00442,P00178",15/08/2024,MK
INV01400,C00828,"P00221,P00122",08/04/2025,CYB
INV01401,C00021,"P00271,P00387,P00496,P00300",16/07/2024,MK
INV01402,C01086,"P00271,P00387",26/10/2024,CYB
INV01403,C00640,"P00271,P00387,P00150,P00488",30/10/2025,ST
INV01404,C00761,"P00019,P00246,P00388,P00490",16/03/2024,MK
INV01405,C01076,"P00294,P00322,P00080,P00438",06/10/2025,TKO
INV01406,C00317,"P00082,P00123,P00077,P00489",02/07/2024,ST
INV01407,C00005,"P00452,P00129,P00209,P00071",19/11/2024,TKO
INV01408,C00092,"P00465,P00117,P00163",26/05/2024,CYB
INV01409,C00752,P00026,17/02/2024,TKO
INV01410,C00024,"P00283,P00473",25/03/2025,TKO
INV01411,C00917,"P00270,P00442",05/06/2024,MK
INV01412,C00062,"P00008,P00397,P00374",30/08/2025,TKO
INV01413,C00862,"P00014,P00399,P00402,P00326,P00477",16/02/2024,TKO
INV01414,C00019,"P00401,P00347,P00051",03/12/2024,ST
INV01415,C01173,"P00530,P00041,P00015,P00045,P00127",22/04/2025,TKO
INV01416,C00404,"P00015,P00343,P00313,P00421",21/10/2025,TKO
INV01417,C00381,"P00271,P00387,P00485",14/07/2024,MK
INV01418,C00224,"P00453,P00265",06/05/2024,TKO
INV01419,C01098,"P00270,P00442,P00485",11/01/2024,TKO
INV01420,C00532,"P00262,P00315,P00227,P00481",03/10/2025,CYB
INV01421,C00019,"P00270,P00442,P00096,P00002",13/03/2024,TKO
INV01422,C00911,"P00109,P00364",04/11/2025,ST
INV01423,C00477,"P00271,P00387,P00240,P00345",18/08/2024,TKO
INV01424,C00586,P00102,11/07/2025,CYB
INV01425,C00499,"P00531,P00156",19/02/2024,MK
INV01426,C00518,"P00415,P00508,P00129,P00342",16/03/2024,MK
INV01427,C00600,"P00305,P00085,P00407,P00013,P00400",10/06/2025,TKO
INV01428,C01134,"P00483,P00164,P00493",11/09/2025,TKO
INV01429,C00105,P00215,06/04/2024,TKO
INV01430,C00241,"P00123,P00157,P00187,P00110",19/04/2025,TKO
INV01431,C00044,"P00270,P00442",01/03/2024,CYB
INV01432,C00785,"P00271,P00387",09/11/2024,TKO
INV01433,C00183,"P00045,P00017",13/12/2024,TKO
INV01434,C00512,"P00271,P00387,P00428",23/12/2025,ST
INV01435,C00158,"P00305,P00334",29/10/2025,ST
INV01436,C00261,"P00271,P00387,P00425",11/12/2024,MK
INV01437,C00443,"P00106,P00461,P00216,P00279,P00523",25/10/2024,MK
INV01438,C00989,"P00368,P00134,P00298,P00326",22/05/2024,ST
INV01439,C00041,"P00271,P00387,P00052",02/09/2024,TKO
INV01440,C00069,"P00093,P00322",25/08/2025,MK
INV01441,C00381,"P00270,P00442,P00316,P00366",20/03/2024,ST
INV01442,C00902,"P00271,P00387",08/06/2024,TKO
INV01443,C01000,"P00271,P00387,P00526,P00295",25/12/2025,TKO
INV01444,C00287,"P00178,P00089,P00186,P00466",27/01/2024,TKO
INV01445,C00428,"P00270,P00442",06/02/2024,ST
INV01446,C00870,"P00344,P00273,P00321,P00010",01/09/2024,CYB
INV01447,C00034,"P00502,P00159",13/02/2025,MK
INV01448,C00574,"P00261,P00423,P00372,P00414",29/09/2025,MK
INV01449,C00435,P00177,06/05/2025,TKO
INV01450,C00132,"P00091,P00183",27/01/2025,CYB
INV01451,C01178,"P00420,P00437,P00146,P00294",08/04/2024,MK
INV01452,C00308,"P00193,P00014,P00434",26/07/2025,CYB
INV01453,C00260,"P00271,P00387",05/08/2024,CYB
INV01454,C00364,"P00490,P00107,P00086,P00117,P00313",12/11/2024,CYB
INV01455,C01049,"P00440,P00083,P00293,P00358",27/10/2025,CYB
INV01456,C00808,"P00271,P00387,P00491",22/05/2025,MK
INV01457,C00792,P00184,16/01/2024,ST
INV01458,C00566,"P00251,P00197,P00483",21/04/2025,TKO
INV01459,C00192,"P00305,P00272,P00511,P00284",26/09/2025,MK
INV01460,C00168,"P00089,P00433,P00084,P00277",16/08/2025,ST
INV01461,C01151,"P00344,P00186,P00377,P00472,P00467",11/06/2024,TKO
