Customer id,Recency,Frequency,Monetary,CategoryVariety,AvgInvoice,PreferredMall,Cluster
C00505,382,3,19443.09,5,1944.309,TKO,1
C00506,84,5,74851.07999999999,5,4990.071999999999,ST,0
C00507,165,7,93972.58,5,3915.5241666666666,TKO,0
C00508,228,3,3856.33,3,964.0825,CYB,1
C00509,465,3,45503.8,5,4136.709090909091,MK,1
C00510,103,5,77817.59,4,5558.399285714286,CYB,0
C00511,48,4,23585.29,4,2620.587777777778,ST,1
C00512,8,4,67099.74,4,3947.043529411765,ST,0
C00513,176,4,83676.44,5,5976.888571428572,MK,0
C00514,104,6,51219.84,4,3658.56,CYB,0
C00515,43,8,58483.04,5,2924.152,MK,0
C00516,235,3,68181.02,4,9740.145714285714,ST,0
C00517,63,1,7058.4400000000005,2,3529.2200000000003,ST,1
C00518,8,8,42834.79,5,1947.0359090909092,MK,0
C00519,26,5,46022.27,4,4183.842727272727,TKO,0
C00520,6,6,74376.82,5,4958.454666666667,TKO,0
C00521,259,1,13916.550000000001,3,4638.85,CYB,1
C00522,57,2,66573.01,2,9510.429999999998,CYB,0
C00523,220,1,1664.28,2,554.76,MK,1
C00524,116,2,17155.660000000003,3,3431.1320000000005,MK,1
C00525,220,3,4801.44,4,800.2399999999999,MK,1
C00526,37,10,187149.97,5,4798.717179487179,TKO,0
C00527,8,3,44470.93,5,4042.811818181818,ST,0
C00528,11,5,85927.88,5,5728.525333333334,MK,0
C00529,13,2,6492.150000000001,3,2164.05,CYB,1
C00530,289,3,69607.65000000001,4,6327.9681818181825,TKO,0
C00531,126,2,41044.840000000004,5,4560.5377777777785,ST,0
C00532,89,4,27755.219999999998,5,2312.935,ST,0
C00533,4,2,18054.54,4,2579.2200000000003,ST,1
C00534,139,7,136612.45,5,4710.774137931035,CYB,0
C00535,171,6,91083.56999999999,5,4793.872105263157,MK,0
C00536,266,3,23468.44,3,4693.688,TKO,1
C00537,212,3,48617.479999999996,4,4861.748,TKO,1
C00538,496,2,3934.1800000000003,4,786.836,MK,1
C00539,552,2,60888.58,5,8698.368571428571,CYB,0
C00540,8,5,38390.45,3,3490.040909090909,ST,0
C00541,76,5,99803.65,5,5544.647222222222,MK,0
C00542,353,6,43878.74,5,2742.42125,TKO,0
C00543,493,1,414.06,1,414.06,MK,1
C00544,45,4,57162.47,5,3572.654375,ST,0
C00545,175,6,67131.51999999999,4,4795.108571428571,TKO,0
C00546,11,3,86190.48,5,7835.498181818181,ST,0
C00547,428,5,29587.62,5,2465.6349999999998,CYB,1
C00548,186,3,44861.46,4,4486.146,CYB,1
C00549,143,5,88455.12000000001,5,4914.173333333334,CYB,0
C00550,527,5,31689.309999999998,5,2263.5221428571426,TKO,1
C00551,76,2,52666.63,4,8777.771666666666,MK,0
C00552,219,2,8008.219999999999,4,1334.7033333333331,CYB,1
C00553,112,4,61843.52,4,4757.193846153846,TKO,0
C00554,418,1,7925.43,3,2641.81,TKO,1
C00555,43,7,135794.93,5,5222.881923076923,TKO,0
C00556,46,3,38237.9,5,3186.491666666667,CYB,0
C00557,304,1,1951.58,1,1951.58,ST,1
C00558,116,8,46308.75,5,2724.044117647059,TKO,0
C00559,4,3,9231.77,5,1153.97125,TKO,1
C00560,45,3,4867.089999999999,3,973.4179999999999,ST,1
C00561,19,5,95180.55,5,5948.784375,TKO,0
C00562,3,3,30814.449999999997,4,2567.870833333333,CYB,1
C00563,6,3,7422.539999999999,3,1855.6349999999998,MK,1
C00565,315,3,60019.649999999994,5,6668.849999999999,TKO,0
C00566,11,4,136598.95,4,8537.434375,TKO,0
C00567,360,2,16871.34,4,2410.191428571429,TKO,1
C00568,306,2,24460.38,3,4892.076,TKO,1
C00569,51,5,99424.62,3,6628.308,TKO,0
C00570,444,1,16695.079999999998,4,4173.7699999999995,TKO,1
C00571,148,5,27293.989999999998,5,2274.4991666666665,ST,0
C00572,218,1,13792.74,2,4597.58,CYB,1
C00573,226,2,1961.73,2,653.91,CYB,1
C00574,69,5,45660.86,5,2536.7144444444443,ST,0
C00575,159,4,7245.32,4,658.6654545454545,MK,1
C00576,159,3,23619.99,5,2624.4433333333336,ST,1
C00577,13,5,21978.1,4,1569.8642857142856,MK,1
C00578,117,2,48053.39,4,6864.7699999999995,TKO,0
C00579,551,2,34401.36,3,4300.17,CYB,1
C00580,70,2,215.01999999999998,2,107.50999999999999,ST,1
C00581,9,3,15105.539999999999,5,1888.1924999999999,ST,1
C00582,121,3,24628.440000000002,4,2238.949090909091,TKO,1
C00583,268,1,9810.3,3,1962.06,TKO,1
C00584,59,1,3998.04,2,1332.68,TKO,1
C00585,38,5,33418.5,5,2088.65625,CYB,0
C00586,142,7,23595.03,5,1387.9429411764704,TKO,0
C00587,573,2,5682.76,4,947.1266666666667,TKO,1
C00588,325,3,41274.659999999996,5,3174.973846153846,MK,1
C00589,237,5,21417.66,5,1647.5123076923078,MK,1
C00590,41,9,113963.11,5,4220.855925925926,ST,0
C00591,381,1,5711.61,2,1903.87,CYB,1
C00592,225,3,30469.730000000003,5,2769.975454545455,TKO,1
C00593,256,4,41312.83,5,2754.188666666667,CYB,0
C00594,87,7,83177.44,5,4158.872,CYB,0
C00595,76,4,12865.369999999999,5,1608.1712499999999,MK,1
C00596,298,3,4206.86,3,1051.715,MK,1
C00597,66,8,100778.74,5,3876.105384615385,CYB,0
C00599,38,6,56207.479999999996,5,2958.2884210526313,MK,0
C00600,204,5,75127.56,5,5008.504,TKO,0
C00601,23,4,18655.04,4,1865.5040000000001,ST,1
C00602,177,3,41851.88,5,3804.7163636363634,MK,0
C00603,491,3,39952.15,5,4439.127777777778,MK,1
C00604,109,7,85399.34,4,3558.3058333333333,CYB,0
C00605,7,10,113790.55,5,4551.622,CYB,0
C00606,439,3,34197.28,4,3419.728,MK,1
C00607,62,3,12526.14,4,2505.228,CYB,1
C00609,245,3,21759.89,4,2175.989,MK,1
C00610,329,2,51165.95,3,7309.421428571428,ST,1
C00611,12,4,52872.19,5,3524.8126666666667,ST,0
C00612,631,1,68311.45000000001,2,13662.290000000003,MK,1
C00613,230,3,11893.72,5,1699.1028571428571,TKO,1
C00614,13,6,23619.56,5,1816.8892307692308,MK,0
C00615,149,2,44837.62,3,7472.936666666667,MK,1
C00616,72,4,85315.24,5,5018.543529411765,MK,0
C00617,141,4,8321.61,4,924.6233333333334,TKO,1
C00618,273,2,15164.84,3,2527.4733333333334,CYB,1
C00619,60,5,58243.39,5,3640.211875,MK,0
C00620,45,3,2855.0600000000004,3,475.8433333333334,CYB,1
C00621,101,8,46178.11,5,2565.4505555555556,CYB,0
C00622,12,4,17383.93,5,1738.393,MK,0
C00623,59,10,138627.63999999998,5,4620.921333333333,CYB,0
C00624,155,4,20623.28,3,2946.182857142857,MK,1
C00625,32,4,39742.490000000005,5,3311.874166666667,CYB,0
C00626,91,2,28782.46,4,4797.076666666667,TKO,1
C00627,163,1,3724.6400000000003,2,1862.3200000000002,CYB,1
C00628,261,5,38002.15,5,2533.476666666667,MK,0
C00629,300,4,94947.85,5,5274.8805555555555,TKO,0
C00630,101,3,5699.429999999999,3,814.2042857142857,MK,1
C00631,21,3,30016.28,4,3001.6279999999997,ST,1
C00632,383,1,8175.48,3,2725.16,MK,1
C00633,104,3,26151.93,5,3268.99125,ST,1
C00634,181,4,44570.60999999999,4,3714.2174999999993,CYB,1
C00635,108,2,5433.9,2,1811.3,MK,1
C00636,83,5,80692.01000000001,4,5379.467333333334,TKO,0
C00637,129,4,45449.49,4,4544.949,MK,0
C00638,19,3,20217.77,4,4043.554,CYB,1
C00639,445,3,20712.620000000003,5,2958.9457142857145,MK,1
C00640,62,6,46311.13,4,2724.184117647059,ST,0
C00641,539,1,17215.8,2,5738.599999999999,TKO,1
C00642,100,4,77065.47,4,7005.951818181818,MK,0
C00643,100,5,54006.9,3,4500.575,MK,0
C00644,198,4,39252.28,5,3019.4061538461538,TKO,0
C00645,58,5,29040.95,5,2904.0950000000003,ST,0
C00646,13,7,85101.19,4,3868.235909090909,TKO,0
C00647,317,3,14304.759999999998,2,3576.1899999999996,TKO,1
C00648,55,3,12862.11,4,2143.685,ST,1
C00649,418,1,676.23,1,676.23,TKO,1
C00650,230,2,104273.26999999999,3,13034.158749999999,ST,0
C00651,121,9,171311.55,5,5353.4859375,TKO,0
C00652,262,3,83877.31,4,6989.775833333333,ST,0
C00653,134,2,37861.96,5,5408.851428571428,MK,0
C00654,90,3,79202.72,4,7920.272,TKO,0
C00655,361,2,4965.389999999999,2,2482.6949999999997,CYB,1
C00656,320,2,42364.67999999999,5,5295.584999999999,ST,1
C00657,185,2,38949.91,4,4868.73875,MK,1
C00658,16,7,144968.22,5,5798.7288,MK,0
C00659,323,3,17207.34,4,2150.9175,TKO,1
C00660,273,4,13534.23,5,1353.423,ST,1
C00661,10,5,81552.81,5,4797.224117647059,CYB,0
C00662,122,3,7605.450000000001,3,1267.575,TKO,1
C00663,280,2,40439.06,2,10109.765,MK,1
C00664,460,1,10208.070000000002,3,3402.6900000000005,MK,1
C00665,615,2,14165.61,3,2360.935,TKO,1
C00666,0,8,152518.29,4,5866.088076923077,TKO,0
C00667,12,5,58761.89,5,3917.4593333333332,MK,0
C00668,249,4,110383.45999999999,3,7884.532857142856,CYB,0
C00669,8,3,21963.25,4,3660.5416666666665,MK,1
C00670,6,4,29536.63,5,1640.923888888889,MK,0
C00671,13,4,41410.04,5,3185.3876923076923,CYB,0
C00672,7,4,63508.17,5,4885.243846153846,MK,0
C00673,177,5,87531.16,4,5148.891764705882,ST,0
C00674,217,4,127121.53,5,7062.307222222222,CYB,0
C00675,3,6,44019.78,5,3144.27,ST,0
C00676,578,2,2745.5600000000004,3,686.3900000000001,TKO,1
C00677,479,1,67.23,1,67.23,MK,1
C00678,196,2,70789.36,3,8848.67,CYB,0
C00679,90,3,47850.96,4,5316.7733333333335,CYB,0
C00680,527,2,16821.77,2,4205.4425,TKO,1
C00681,224,4,87081.9,5,5442.61875,ST,0
C00682,605,1,14522.34,2,4840.78,CYB,1
C00683,81,6,80393.54999999999,4,4231.23947368421,CYB,0
C00684,126,7,174445.66999999998,5,7268.569583333333,MK,0
C00685,35,5,20573.74,5,1469.5528571428572,MK,0
C00686,349,3,11402.199999999999,3,1900.3666666666666,TKO,1
C00687,79,2,21103.73,3,5275.9325,CYB,1
C00688,16,1,998.8,1,998.8,ST,1
C00689,532,1,588.78,2,294.39,CYB,1
C00690,287,5,8013.71,4,1001.71375,TKO,1
C00691,87,6,134763.52000000002,5,5859.283478260871,TKO,0
C00692,495,2,25591.61,4,5118.322,CYB,1
C00693,282,3,2083.96,4,416.79200000000003,CYB,1
C00694,114,8,91420.03,5,4155.455909090909,ST,0
C00695,153,3,10854.689999999999,3,1206.0766666666666,TKO,1
C00696,221,2,23286.47,4,3326.6385714285716,ST,1
C00697,3,5,50757.7,5,2985.747058823529,TKO,0
C00698,234,1,29201.96,3,7300.49,CYB,1
C00699,178,4,61837.62,4,6183.762000000001,TKO,0
C00700,3,9,181921.88999999998,5,6497.210357142857,ST,0
C00701,44,4,17916.949999999997,3,2239.6187499999996,CYB,1
C00702,48,3,12848.2,4,1606.025,ST,1
C00704,87,4,38039.61,4,3458.1463636363637,MK,0
C00705,342,4,19984.02,4,2220.4466666666667,TKO,1
C00706,274,4,53250.14,5,4096.164615384615,CYB,0
C00707,82,5,17640.75,5,1470.0625,ST,0
C00708,364,2,46382.36,3,5797.795,CYB,1
C00709,378,5,51079.19,4,3405.2793333333334,ST,1
C00710,522,3,46479.84,4,5164.426666666666,TKO,1
C00711,125,8,45550.38,5,2169.065714285714,TKO,0
C00712,6,2,5385.32,2,2692.66,TKO,1
C00713,284,1,12637.3,3,2527.46,TKO,1
C00714,46,3,29742.560000000005,5,2974.2560000000003,MK,0
C00715,30,4,58549.91,5,3903.3273333333336,CYB,0
C00716,113,6,52698.399999999994,5,2927.6888888888884,MK,0
C00717,334,4,40616.600000000006,5,2901.1857142857148,ST,1
C00718,55,3,33482.61,4,4185.32625,TKO,1
C00719,79,3,25545.46,4,3649.3514285714286,TKO,1
C00720,361,4,39933.229999999996,5,2852.3735714285713,TKO,1
C00721,347,2,35203.49,4,3911.498888888889,TKO,1
C00722,69,1,611.08,2,305.54,ST,1
C00723,74,1,484.96,1,484.96,TKO,1
C00724,36,3,14443.13,3,2407.188333333333,CYB,1
C00725,33,4,65825.76,5,5063.5199999999995,CYB,0
C00726,186,4,92903.61,5,4889.663684210526,TKO,0
C00727,88,2,15855.9,3,3963.975,MK,1
C00728,147,3,46976.91,5,4270.628181818182,TKO,0
C00729,45,2,1406.87,3,468.95666666666665,CYB,1
C00730,223,2,6498.74,4,1299.748,TKO,1
C00731,257,2,24033.559999999998,4,3433.365714285714,ST,1
C00732,25,3,11309.9,5,1413.7375,TKO,1
C00733,183,6,88328.1,4,5195.770588235295,ST,0
C00734,34,5,105932.69,5,6620.793125,CYB,0
C00735,333,3,51570.47,5,4688.2245454545455,TKO,0
C00736,4,2,16105.84,5,2300.8342857142857,MK,1
C00737,8,6,45319.9,5,3237.1357142857146,MK,0
C00738,167,4,67914.56,5,4851.04,CYB,0
C00739,401,4,51185.18,4,3937.3215384615387,CYB,1
C00740,23,3,36892.159999999996,4,5270.308571428571,MK,0
C00741,562,1,11011.48,3,2752.87,CYB,1
C00742,141,6,42396.12,5,2649.7575,CYB,0
C00743,16,6,71954.12,5,4497.1325,CYB,0
C00744,447,2,50311.619999999995,3,8385.269999999999,MK,1
C00745,320,2,56287.92,5,6254.213333333333,TKO,0
C00746,256,2,10648.57,3,1183.1744444444444,ST,1
C00747,214,3,6554.82,5,936.4028571428571,CYB,1
C00748,32,7,47159.57,5,2774.0923529411766,TKO,0
C00749,249,3,53840.24999999999,4,4894.568181818181,MK,1
C00750,39,6,118159.27,4,6218.908947368422,ST,0
C00751,172,2,16903.32,3,3380.6639999999998,TKO,1
C00752,61,4,30938.839999999997,5,2578.236666666666,CYB,0
C00753,203,7,91025.25,5,5354.426470588235,MK,0
C00754,116,6,70798.46,5,3371.3552380952383,TKO,0
C00755,285,5,139809.50999999998,4,7767.194999999999,MK,0
C00756,183,4,7412.8,5,1058.9714285714285,CYB,1
C00757,243,2,8330.3,3,925.5888888888888,CYB,1
C00758,17,5,11434.660000000002,5,1633.5228571428574,ST,0
C00759,41,4,41796.520000000004,4,3215.1169230769233,CYB,0
C00760,42,2,27175.020000000004,3,4529.170000000001,CYB,1
C00761,491,3,17846.71,5,2549.5299999999997,MK,1
C00762,213,5,86764.19,5,3943.8268181818185,ST,0
C00763,226,2,1870.6,3,467.65,CYB,1
C00764,69,5,37937.909999999996,5,2709.850714285714,CYB,0
C00765,146,4,67215.19,5,5170.399230769231,ST,0
C00766,66,5,116104.64,5,6110.7705263157895,CYB,0
C00767,615,2,1804.61,2,451.1525,MK,1
C00768,54,7,68268.48,5,3792.693333333333,CYB,0
C00769,54,4,62159.8,5,5179.983333333334,ST,0
C00770,39,7,74678.13,5,2872.2357692307696,TKO,0
C00771,109,2,330.72,2,165.36,MK,1
C00772,3,5,93136.26000000001,5,4901.908421052632,MK,0
C00773,68,5,73662.77,5,4603.923125,TKO,0
C00774,101,3,31383.01,5,2853.000909090909,MK,1
C00775,16,6,82014.23,5,3905.4395238095235,TKO,0
C00776,226,5,54427.92,5,3201.6423529411763,TKO,0
C00777,454,3,56063.31,5,4671.9425,TKO,1
C00778,150,6,174732.13,5,6989.2852,CYB,0
C00779,342,1,37331.56,3,9332.89,CYB,1
C00780,13,3,51386.6,5,4671.50909090909,TKO,0
C00781,215,2,11256.420000000002,5,1876.0700000000004,TKO,1
C00782,111,5,97428.53,5,5127.817368421052,ST,0
C00783,196,7,51500.24,4,3218.765,CYB,0
C00784,561,2,25147.41,4,3592.4871428571428,ST,1
C00785,203,8,64741.25,5,2589.65,ST,0
C00786,105,3,25475.66,5,2315.969090909091,MK,1
C00787,513,3,35329.02,5,4416.1275,TKO,1
C00788,457,2,38690.520000000004,3,5527.217142857144,CYB,1
C00789,118,2,37693.200000000004,4,6282.200000000001,CYB,1
C00791,577,1,27924.92,3,6981.23,ST,1
C00792,201,3,41838.469999999994,4,5229.808749999999,TKO,1
C00793,64,3,15883.710000000001,3,2647.2850000000003,MK,1
C00794,268,3,23784.09,5,2378.409,TKO,1
C00795,73,2,45009.270000000004,3,9001.854000000001,TKO,0
C00796,172,5,116638.19,5,8331.299285714285,ST,0
C00797,49,5,47123.93,4,2771.9958823529414,TKO,0
C00798,103,2,3647.62,4,911.905,ST,1
C00799,60,7,181337.11000000002,5,7884.222173913045,CYB,0
C00800,94,8,56180.229999999996,5,2442.6186956521738,ST,0
C00801,478,4,53036.94,5,4821.54,CYB,0
C00802,291,2,24649.429999999997,5,3521.3471428571424,ST,1
C00803,122,6,176714.44,4,9300.76,TKO,0
C00804,18,4,43472.17999999999,5,2717.0112499999996,TKO,0
C00805,26,4,11080.08,4,1385.01,ST,1
C00806,124,2,20805.75,3,3467.625,TKO,1
C00807,157,6,64054.409999999996,4,4575.315,TKO,0
C00808,141,5,48433.11,5,2849.0064705882355,MK,0
C00809,32,3,16799.13,5,1866.5700000000002,CYB,1
C00810,3,10,98951.12,5,3805.8123076923075,TKO,0
C00811,20,7,91992.2,5,4380.580952380952,TKO,0
C00812,13,5,23000.2,5,1916.6833333333334,ST,0
C00813,484,2,3803.65,2,1267.8833333333334,MK,1
C00814,209,4,32356.77,5,2311.197857142857,MK,1
C00815,128,5,64866.57,4,3815.680588235294,CYB,0
C00816,10,4,25392.0,5,2116.0,MK,0
C00817,335,3,3960.5600000000004,3,792.1120000000001,MK,1
C00818,29,6,25348.68,4,1689.912,CYB,0
C00819,539,1,26202.88,3,6550.72,MK,1
C00820,120,4,32113.32,4,3211.332,TKO,1
C00821,227,5,51452.520000000004,4,4287.71,ST,0
C00822,357,4,132601.91,4,8840.127333333334,TKO,0
C00824,485,3,56961.78,4,5696.178,TKO,1
C00825,94,6,91149.54,5,4143.160909090909,MK,0
C00826,262,3,25015.550000000003,5,3573.6500000000005,TKO,1
C00827,85,3,12511.15,5,1390.1277777777777,TKO,1
C00828,267,7,79750.14,5,4430.5633333333335,CYB,0
C00829,214,3,47576.840000000004,5,3964.736666666667,ST,0
C00830,336,2,8919.14,2,2973.0466666666666,TKO,1
C00831,167,2,26497.69,5,3312.21125,TKO,1
C00832,210,3,43713.270000000004,5,4371.327,ST,0
C00833,406,1,680.64,2,340.32,CYB,1
C00834,90,5,83767.41,4,4188.3705,MK,0
C00835,157,8,109812.51,5,3921.875357142857,CYB,0
C00836,342,3,75228.25,4,6838.931818181818,MK,0
C00837,395,3,34439.42,3,4304.9275,CYB,1
C00838,264,5,12772.2,5,2128.7000000000003,MK,1
C00839,115,6,62932.939999999995,5,3496.2744444444443,TKO,0
C00840,433,2,15466.75,3,3866.6875,CYB,1
C00841,312,5,42804.48,5,2517.910588235294,TKO,0
C00842,222,3,23762.940000000002,5,2970.3675000000003,TKO,1
C00843,605,3,26098.49,3,3262.31125,TKO,1
C00844,205,4,19782.98,5,1521.7676923076922,MK,1
C00845,261,2,18962.72,3,2370.34,ST,1
C00846,450,1,11194.400000000001,4,2238.88,TKO,1
C00847,98,5,70055.22,5,4378.45125,TKO,0
C00848,124,9,90417.25,5,3229.1875,CYB,0
C00849,20,4,72701.12,4,7270.111999999999,MK,0
C00850,385,3,13984.97,4,1398.4969999999998,CYB,1
C00851,25,3,43150.69,5,4794.521111111111,TKO,0
C00852,99,2,876.1300000000001,2,292.04333333333335,TKO,1
C00853,119,5,90167.64,5,5009.3133333333335,TKO,0
C00854,111,2,55105.1,3,7872.157142857142,CYB,1
C00855,447,4,50556.45,5,3159.778125,ST,1
C00856,114,5,118250.12,5,6223.69052631579,CYB,0
C00857,136,4,51223.799999999996,5,5122.379999999999,CYB,0
C00858,37,2,32775.990000000005,3,4682.284285714287,MK,1
C00859,67,2,16889.98,3,3377.996,CYB,1
C00860,20,6,66578.66,5,4161.16625,MK,0
C00861,353,5,77413.47,5,4553.733529411765,MK,0
C00862,117,4,63700.53,5,4550.037857142857,TKO,0
C00863,251,2,36330.9,4,5190.128571428571,ST,1
C00864,133,6,68605.47,5,3266.927142857143,ST,0
C00865,12,5,48216.08,4,4018.0066666666667,TKO,0
C00866,4,5,83881.57,5,5242.598125,CYB,0
C00867,34,2,13265.33,5,1895.047142857143,MK,1
C00868,78,4,69593.23000000001,5,5353.325384615386,TKO,0
C00869,13,5,111070.06,5,6533.532941176471,CYB,0
C00870,486,3,48574.55,4,6939.221428571429,CYB,1
C00871,209,3,88680.81,4,6821.600769230769,CYB,0
C00872,320,2,8144.119999999999,3,2036.0299999999997,MK,1
C00873,261,4,49369.43,5,3526.3878571428572,TKO,0
C00874,37,5,73632.27,5,4602.016875,MK,0
C00875,166,2,32057.72,3,4579.674285714286,MK,1
C00876,168,5,44877.59,4,2991.839333333333,CYB,0
C00877,369,3,20154.9,5,2239.4333333333334,TKO,1
C00878,122,7,67574.83,5,3217.8490476190477,CYB,0
C00879,89,5,19399.55,4,1763.5954545454545,TKO,1
C00880,262,5,27928.35,5,2792.835,ST,0
C00881,90,2,15322.640000000003,5,2188.948571428572,CYB,1
C00883,125,4,72217.67000000001,5,5158.405000000001,TKO,0
C00884,224,2,27255.059999999998,4,4542.509999999999,MK,1
C00885,257,4,58134.96000000001,5,4844.580000000001,CYB,0
C00886,644,1,98.86,1,98.86,MK,1
C00887,393,2,18253.579999999998,2,3650.7159999999994,CYB,1
C00888,2,5,50445.21,5,2522.2605,MK,0
C00889,364,4,85498.02,4,6107.001428571429,ST,0
C00890,270,2,52335.340000000004,4,5815.0377777777785,ST,1
C00893,66,5,39556.66,4,2825.4757142857147,TKO,0
C00894,441,2,20357.21,4,2908.172857142857,MK,1
C00895,45,4,50075.270000000004,5,3576.8050000000003,ST,0
C00896,22,4,46361.240000000005,5,3566.249230769231,TKO,0
C00897,42,5,108747.97,5,6041.553888888889,TKO,0
C00898,634,4,36644.18,4,2617.441428571429,TKO,1
C00899,237,5,73693.41,5,4094.0783333333334,ST,0
C00900,59,4,8672.109999999999,4,1084.0137499999998,MK,1
C00901,315,1,3667.71,3,1222.57,MK,1
C00902,74,6,74719.34,5,4151.074444444444,TKO,0
C00903,289,4,18263.85,5,1660.35,CYB,1
C00904,55,4,81946.94,5,5463.129333333333,TKO,0
C00905,115,7,100061.63,5,4169.234583333334,ST,0
C00906,144,6,135065.06,5,6431.6695238095235,MK,0
C00907,112,4,26154.2,5,1868.1571428571428,MK,1
C00908,0,4,100576.09,4,6705.072666666666,MK,0
C00909,287,5,46878.27,4,3906.5224999999996,TKO,0
C00910,355,3,25731.41,2,3675.9157142857143,CYB,1
C00911,21,2,31228.43,5,4461.204285714286,ST,0
C00912,114,5,121719.55,5,6762.197222222222,CYB,0
C00913,249,3,11664.390000000001,4,1060.399090909091,CYB,1
C00914,90,4,17742.329999999998,5,1478.5275,ST,1
C00915,694,1,5423.1900000000005,2,1807.7300000000002,MK,1
C00916,130,4,48851.29,5,4070.9408333333336,ST,0
C00917,181,3,3776.16,4,944.04,MK,1
C00918,246,5,46445.78,5,3096.385333333333,CYB,0
C00919,253,3,18131.399999999998,5,2266.4249999999997,TKO,1
C00920,55,3,34180.06,5,4882.865714285714,ST,0
C00921,400,1,128.75,1,128.75,TKO,1
C00922,76,3,55031.43,4,6114.6033333333335,MK,0
C00923,500,3,42028.740000000005,5,3232.9800000000005,TKO,1
C00924,18,4,13634.189999999999,4,2726.8379999999997,MK,1
C00925,167,7,94437.34999999999,3,5555.138235294117,CYB,0
C00926,503,2,5019.289999999999,2,1673.0966666666664,MK,1
C00927,333,2,18507.23,4,4626.8075,MK,1
C00928,28,5,60098.68,5,4622.975384615384,MK,0
C00929,376,4,28217.36,4,4031.0514285714285,MK,1
C00930,46,6,123646.31999999999,5,5151.929999999999,TKO,0
C00931,256,5,57801.18,5,3400.069411764706,TKO,0
C00932,75,4,40168.78,5,3651.7072727272725,MK,0
C00933,8,5,19192.92,4,1919.292,TKO,1
C00934,82,3,21448.02,5,2681.0025,TKO,1
C00935,226,4,45977.58,5,3831.465,TKO,0
C00936,440,3,4489.11,4,897.8219999999999,TKO,1
C00937,199,3,23943.940000000002,4,2394.3940000000002,CYB,1
C00938,132,4,38373.71,5,2951.8238461538463,TKO,0
C00939,566,4,65977.53,5,5498.1275,TKO,0
C00940,13,2,41626.86,3,5946.694285714286,TKO,1
C00941,294,2,11583.54,2,3861.1800000000003,MK,1
C00942,259,2,30031.33,4,3753.91625,TKO,1
C00943,71,6,85991.48,5,4525.867368421053,CYB,0
C00944,49,3,54402.17,5,5440.217,CYB,0
C00945,145,1,19695.44,3,4923.86,TKO,1
C00946,151,3,29281.590000000004,3,4183.084285714286,TKO,1
C00947,23,6,103170.51,5,5158.5255,CYB,0
C00948,76,6,47774.21000000001,5,2810.247647058824,TKO,0
C00949,207,3,20183.84,4,2242.648888888889,ST,1
C00950,63,2,32113.89,4,3568.21,ST,1
C00951,112,6,76192.5,4,4762.03125,MK,0
C00952,186,6,57429.92,5,2871.496,ST,0
C00953,692,1,197.82,1,197.82,ST,1
C00954,101,6,23876.63,5,2170.6027272727274,MK,0
C00955,118,4,14452.93,4,1313.9027272727274,MK,1
C00956,621,1,17124.15,4,3424.8300000000004,ST,1
C00957,92,6,105945.13,5,5297.2565,TKO,0
C00958,58,3,41472.46,4,4147.246,MK,1
C00959,361,2,17352.55,4,3470.5099999999998,TKO,1
C00960,238,2,5844.52,3,1461.13,TKO,1
C00961,181,2,4682.2,3,1560.7333333333333,ST,1
C00962,189,3,11512.689999999999,4,1918.7816666666665,ST,1
C00963,227,3,64113.28999999999,5,5342.774166666666,ST,0
C00964,424,2,1919.1100000000001,3,479.77750000000003,MK,1
C00965,131,3,27690.76,2,4615.126666666666,TKO,1
C00966,214,2,5525.04,3,1381.26,TKO,1
C00967,192,1,16310.32,3,4077.58,TKO,1
C00968,166,3,103737.94,5,7979.841538461538,CYB,0
C00969,188,4,24951.55,3,3118.94375,MK,1
C00970,581,3,53293.63,3,6661.70375,MK,1
C00971,189,5,25277.75,5,1944.4423076923076,ST,0
C00972,378,2,45294.7,3,7549.116666666666,TKO,1
C00973,234,1,129.38,1,129.38,MK,1
C00974,257,3,13153.2,5,1879.0285714285715,MK,1
C00975,202,3,9312.74,4,1330.3914285714286,CYB,1
C00976,327,6,140112.65,5,6091.854347826086,CYB,0
C00977,172,4,46020.86,5,3540.066153846154,CYB,0
C00978,44,5,36158.59,5,2582.7564285714284,CYB,0
C00979,31,8,143820.27,5,4794.009,TKO,0
C00980,42,2,49322.479999999996,4,5480.275555555555,CYB,0
C00981,213,3,13021.78,3,1183.7981818181818,ST,1
C00982,265,3,13640.09,4,2273.3483333333334,MK,1
C00983,87,4,43626.71,5,3355.900769230769,ST,0
C00984,50,5,29072.45,5,1938.1633333333334,TKO,0
C00985,117,4,61352.77,5,4719.443846153846,TKO,0
C00986,118,2,5636.25,3,1878.75,TKO,1
C00987,178,1,1151.43,2,383.81,TKO,1
C00988,168,3,56726.829999999994,4,5156.984545454545,MK,0
C00989,299,3,33848.64,5,4231.08,ST,1
C00990,280,5,132460.48,4,7358.915555555556,CYB,0
C00991,94,3,1255.57,4,251.11399999999998,TKO,1
C00992,217,4,14878.91,4,2125.558571428571,TKO,1
C00993,506,3,30463.71,5,3384.8566666666666,CYB,1
C00994,335,1,2409.6000000000004,2,1204.8000000000002,CYB,1
C00995,335,6,98381.28,5,5465.626666666667,CYB,0
C00996,138,1,10471.599999999999,4,2094.3199999999997,TKO,1
C00997,84,4,27418.04,3,3046.448888888889,ST,1
C00998,264,3,57376.020000000004,4,5737.602000000001,CYB,0
C00999,64,6,69935.97,5,3330.284285714286,MK,0
