Invoice no,Customer id,Product id list,Invoice date,Shopping mall,ProductList,Product id,Category,Price,Gender,Age,Payment method,LineAmount,InvoiceAmount
INV00166,C00393,"P00364,P00008,P00206,P00311,P00033",2024-03-12,TKO,P00206,P00206,Toys,116.79,M,52,Mobile Payment,116.79,12193.810000000001
INV00166,C00393,"P00364,P00008,P00206,P00311,P00033",2024-03-12,TKO,P00311,P00311,Electronics,5583.26,M,52,Mobile Payment,5583.26,12193.810000000001
INV00166,C00393,"P00364,P00008,P00206,P00311,P00033",2024-03-12,TKO,P00033,P00033,Electronics,3038.85,M,52,Mobile Payment,3038.85,12193.810000000001
INV00167,C00697,"P00205,P00212",2025-12-28,CYB,P00205,P00205,Books,204.74,F,30,Credit Card,204.74,334.84000000000003
INV00167,C00697,"P00205,P00212",2025-12-28,CYB,P00212,P00212,Toys,130.1,F,30,Credit Card,130.1,334.84000000000003
INV00168,C00166,P00332,2025-11-22,ST,P00332,P00332,Toys,100.36,M,27,Mobile Payment,100.36,100.36
INV00169,C00041,"P00495,P00101,P00406,P00363,P00348",2025-01-12,TKO,P00495,P00495,Books,129.52,F,31,Cash,129.52,4528.64
INV00169,C00041,"P00495,P00101,P00406,P00363,P00348",2025-01-12,TKO,P00101,P00101,Electronics,1941.69,F,31,Cash,1941.69,4528.64
INV00169,C00041,"P00495,P00101,P00406,P00363,P00348",2025-01-12,TKO,P00406,P00406,Groceries,269.79,F,31,Cash,269.79,4528.64
INV00169,C00041,"P00495,P00101,P00406,P00363,P00348",2025-01-12,TKO,P00363,P00363,Books,473.64,F,31,Cash,473.64,4528.64
INV00169,C00041,"P00495,P00101,P00406,P00363,P00348",2025-01-12,TKO,P00348,P00348,Electronics,1714.0,F,31,Cash,1714.0,4528.64
INV00170,C00079,"P00271,P00387",2025-04-10,TKO,P00271,P00271,Toys,108.14,F,42,Cash,108.14,305.54
INV00170,C00079,"P00271,P00387",2025-04-10,TKO,P00387,P00387,Books,197.4,F,42,Cash,197.4,305.54
INV00171,C00529,P00122,2025-12-18,CYB,P00122,P00122,Electronics,4331.85,M,52,Credit Card,4331.85,4331.85
INV00172,C00623,"P00402,P00110,P00397",2025-02-02,TKO,P00402,P00402,Toys,112.28,F,37,Credit Card,112.28,4674.889999999999
INV00172,C00623,"P00402,P00110,P00397",2025-02-02,TKO,P00110,P00110,Electronics,4316.58,F,37,Credit Card,4316.58,4674.889999999999
INV00172,C00623,"P00402,P00110,P00397",2025-02-02,TKO,P00397,P00397,Books,246.03,F,37,Credit Card,246.03,4674.889999999999
INV00173,C00415,"P00515,P00210,P00151,P00461,P00183",2025-07-02,TKO,P00515,P00515,Books,193.33,F,45,Credit Card,193.33,6232.18
INV00173,C00415,"P00515,P00210,P00151,P00461,P00183",2025-07-02,TKO,P00210,P00210,Toys,105.95,F,45,Credit Card,105.95,6232.18
INV00173,C00415,"P00515,P00210,P00151,P00461,P00183",2025-07-02,TKO,P00151,P00151,Groceries,203.53,F,45,Credit Card,203.53,6232.18
INV00173,C00415,"P00515,P00210,P00151,P00461,P00183",2025-07-02,TKO,P00461,P00461,Electronics,5509.75,F,45,Credit Card,5509.75,6232.18
INV00173,C00415,"P00515,P00210,P00151,P00461,P00183",2025-07-02,TKO,P00183,P00183,Groceries,219.62,F,45,Credit Card,219.62,6232.18
INV00174,C00623,P00422,2025-11-02,TKO,P00422,P00422,Electronics,3944.84,F,37,Credit Card,3944.84,3944.84
INV00175,C00062,"P00058,P00305,P00394",2024-07-10,CYB,P00058,P00058,Clothing,374.92,F,21,Cash,374.92,4575.42
INV00175,C00062,"P00058,P00305,P00394",2024-07-10,CYB,P00305,P00305,Books,582.03,F,21,Cash,582.03,4575.42
INV00175,C00062,"P00058,P00305,P00394",2024-07-10,CYB,P00394,P00394,Electronics,3618.47,F,21,Cash,3618.47,4575.42
INV00176,C00781,"P00383,P00306,P00186,P00399,P00053",2024-09-09,TKO,P00383,P00383,Toys,102.11,M,51,Mobile Payment,102.11,1670.0100000000002
INV00176,C00781,"P00383,P00306,P00186,P00399,P00053",2024-09-09,TKO,P00306,P00306,Groceries,181.8,M,51,Mobile Payment,181.8,1670.0100000000002
INV00176,C00781,"P00383,P00306,P00186,P00399,P00053",2024-09-09,TKO,P00186,P00186,Clothing,961.86,M,51,Mobile Payment,961.86,1670.0100000000002
INV00176,C00781,"P00383,P00306,P00186,P00399,P00053",2024-09-09,TKO,P00399,P00399,Groceries,58.82,M,51,Mobile Payment,58.82,1670.0100000000002
INV00176,C00781,"P00383,P00306,P00186,P00399,P00053",2024-09-09,TKO,P00053,P00053,Books,365.42,M,51,Mobile Payment,365.42,1670.0100000000002
INV00177,C01026,"P00034,P00278,P00344,P00452",2025-06-14,TKO,P00034,P00034,Electronics,1966.99,M,19,Cash,1966.99,9234.27
INV00177,C01026,"P00034,P00278,P00344,P00452",2025-06-14,TKO,P00278,P00278,Clothing,876.51,M,19,Cash,876.51,9234.27
INV00177,C01026,"P00034,P00278,P00344,P00452",2025-06-14,TKO,P00344,P00344,Electronics,5474.66,M,19,Cash,5474.66,9234.27
INV00177,C01026,"P00034,P00278,P00344,P00452",2025-06-14,TKO,P00452,P00452,Clothing,916.11,M,19,Cash,916.11,9234.27
INV00178,C00908,"P00503,P00292,P00039,P00135,P00333",2025-09-23,TKO,P00503,P00503,Books,580.9,M,52,Credit Card,580.9,5847.05
INV00178,C00908,"P00503,P00292,P00039,P00135,P00333",2025-09-23,TKO,P00292,P00292,Electronics,3041.86,M,52,Credit Card,3041.86,5847.05
INV00178,C00908,"P00503,P00292,P00039,P00135,P00333",2025-09-23,TKO,P00039,P00039,Clothing,926.2,M,52,Credit Card,926.2,5847.05
INV00178,C00908,"P00503,P00292,P00039,P00135,P00333",2025-09-23,TKO,P00135,P00135,Books,382.28,M,52,Credit Card,382.28,5847.05
INV00178,C00908,"P00503,P00292,P00039,P00135,P00333",2025-09-23,TKO,P00333,P00333,Clothing,915.81,M,52,Credit Card,915.81,5847.05
INV00179,C00820,P00231,2025-09-02,TKO,P00231,P00231,Groceries,67.77,M,49,Credit Card,67.77,67.77
INV00180,C00752,"P00018,P00100,P00325",2024-01-31,ST,P00018,P00018,Clothing,484.96,M,19,Credit Card,484.96,931.0699999999999
INV00180,C00752,"P00018,P00100,P00325",2024-01-31,ST,P00100,P00100,Toys,107.66,M,19,Credit Card,107.66,931.0699999999999
INV00180,C00752,"P00018,P00100,P00325",2024-01-31,ST,P00325,P00325,Clothing,338.45,M,19,Credit Card,338.45,931.0699999999999
INV00181,C00586,"P00271,P00387",2024-05-26,TKO,P00271,P00271,Toys,108.14,M,53,Cash,108.14,305.54
INV00181,C00586,"P00271,P00387",2024-05-26,TKO,P00387,P00387,Books,197.4,M,53,Cash,197.4,305.54
INV00182,C00515,P00399,2025-04-29,TKO,P00399,P00399,Groceries,58.82,M,55,Cash,58.82,58.82
INV00183,C00930,"P00032,P00159,P00257,P00302,P00423",2024-12-11,TKO,P00032,P00032,Electronics,4872.94,M,49,Cash,4872.94,5809.49
INV00183,C00930,"P00032,P00159,P00257,P00302,P00423",2024-12-11,TKO,P00159,P00159,Clothing,656.97,M,49,Cash,656.97,5809.49
INV00183,C00930,"P00032,P00159,P00257,P00302,P00423",2024-12-11,TKO,P00257,P00257,Groceries,79.2,M,49,Cash,79.2,5809.49
INV00183,C00930,"P00032,P00159,P00257,P00302,P00423",2024-12-11,TKO,P00302,P00302,Toys,101.58,M,49,Cash,101.58,5809.49
INV00183,C00930,"P00032,P00159,P00257,P00302,P00423",2024-12-11,TKO,P00423,P00423,Toys,98.8,M,49,Cash,98.8,5809.49
INV00184,C00838,P00148,2025-03-26,MK,P00148,P00148,Electronics,5029.06,F,38,Cash,5029.06,5029.06
INV00185,C00474,P00251,2024-09-01,CYB,P00251,P00251,Clothing,403.72,F,32,Credit Card,403.72,403.72
INV00186,C00078,"P00333,P00012",2025-12-27,ST,P00333,P00333,Clothing,915.81,F,49,Cash,915.81,960.8299999999999
INV00186,C00078,"P00333,P00012",2025-12-27,ST,P00012,P00012,Groceries,45.02,F,49,Cash,45.02,960.8299999999999
INV00187,C00171,"P00046,P00017",2024-01-21,MK,P00046,P00046,Clothing,534.22,M,37,Cash,534.22,1029.58
INV00187,C00171,"P00046,P00017",2024-01-21,MK,P00017,P00017,Books,495.36,M,37,Cash,495.36,1029.58
INV00188,C01092,"P00280,P00182,P00406",2025-10-17,MK,P00280,P00280,Clothing,844.94,F,46,Credit Card,844.94,1209.1100000000001
INV00188,C01092,"P00280,P00182,P00406",2025-10-17,MK,P00182,P00182,Groceries,94.38,F,46,Credit Card,94.38,1209.1100000000001
INV00188,C01092,"P00280,P00182,P00406",2025-10-17,MK,P00406,P00406,Groceries,269.79,F,46,Credit Card,269.79,1209.1100000000001
INV00189,C00534,"P00270,P00442,P00313,P00449",2025-05-21,TKO,P00270,P00270,Electronics,1546.75,F,57,Mobile Payment,1546.75,4600.64
INV00189,C00534,"P00270,P00442,P00313,P00449",2025-05-21,TKO,P00442,P00442,Toys,129.62,F,57,Mobile Payment,129.62,4600.64
INV00189,C00534,"P00270,P00442,P00313,P00449",2025-05-21,TKO,P00313,P00313,Books,265.06,F,57,Mobile Payment,265.06,4600.64
INV00189,C00534,"P00270,P00442,P00313,P00449",2025-05-21,TKO,P00449,P00449,Electronics,2659.21,F,57,Mobile Payment,2659.21,4600.64
INV00190,C00107,"P00432,P00026",2024-06-04,TKO,P00432,P00432,Toys,140.16,F,60,Credit Card,140.16,891.39
INV00190,C00107,"P00432,P00026",2024-06-04,TKO,P00026,P00026,Clothing,751.23,F,60,Credit Card,751.23,891.39
INV00191,C00221,P00073,2024-09-16,TKO,P00073,P00073,Groceries,218.58,M,33,Credit Card,218.58,218.58
INV00192,C00271,"P00270,P00442,P00297,P00021",2024-10-21,TKO,P00270,P00270,Electronics,1546.75,F,22,Credit Card,1546.75,2223.29
INV00192,C00271,"P00270,P00442,P00297,P00021",2024-10-21,TKO,P00442,P00442,Toys,129.62,F,22,Credit Card,129.62,2223.29
INV00192,C00271,"P00270,P00442,P00297,P00021",2024-10-21,TKO,P00297,P00297,Clothing,286.77,F,22,Credit Card,286.77,2223.29
INV00192,C00271,"P00270,P00442,P00297,P00021",2024-10-21,TKO,P00021,P00021,Groceries,260.15,F,22,Credit Card,260.15,2223.29
INV00193,C01086,"P00270,P00442,P00265",2025-01-16,CYB,P00270,P00270,Electronics,1546.75,M,35,Cash,1546.75,6440.72
INV00193,C01086,"P00270,P00442,P00265",2025-01-16,CYB,P00442,P00442,Toys,129.62,M,35,Cash,129.62,6440.72
INV00193,C01086,"P00270,P00442,P00265",2025-01-16,CYB,P00265,P00265,Electronics,4764.35,M,35,Cash,4764.35,6440.72
INV00194,C00824,"P00325,P00308,P00393",2024-05-04,TKO,P00325,P00325,Clothing,338.45,F,49,Cash,338.45,10608.380000000001
INV00194,C00824,"P00325,P00308,P00393",2024-05-04,TKO,P00308,P00308,Electronics,5637.63,F,49,Cash,5637.63,10608.380000000001
INV00194,C00824,"P00325,P00308,P00393",2024-05-04,TKO,P00393,P00393,Electronics,4632.3,F,49,Cash,4632.3,10608.380000000001
INV00195,C00954,"P00276,P00211",2024-11-02,MK,P00276,P00276,Books,94.63,F,58,Cash,94.63,5716.55
INV00195,C00954,"P00276,P00211",2024-11-02,MK,P00211,P00211,Electronics,5621.92,F,58,Cash,5621.92,5716.55
INV00196,C00018,P00148,2025-03-30,TKO,P00148,P00148,Electronics,5029.06,M,19,Credit Card,5029.06,5029.06
INV00197,C00347,P00066,2024-04-16,MK,P00066,P00066,Groceries,123.3,F,18,Cash,123.3,123.3
INV00198,C00268,"P00455,P00287",2025-10-15,TKO,P00455,P00455,Electronics,5400.69,M,42,Cash,5400.69,5535.919999999999
INV00198,C00268,"P00455,P00287",2025-10-15,TKO,P00287,P00287,Toys,135.23,M,42,Cash,135.23,5535.919999999999
INV00199,C01125,"P00270,P00442,P00425,P00289",2025-12-17,CYB,P00270,P00270,Electronics,1546.75,M,24,Credit Card,1546.75,2134.7200000000003
INV00199,C01125,"P00270,P00442,P00425,P00289",2025-12-17,CYB,P00442,P00442,Toys,129.62,M,24,Credit Card,129.62,2134.7200000000003
INV00199,C01125,"P00270,P00442,P00425,P00289",2025-12-17,CYB,P00425,P00425,Toys,144.74,M,24,Credit Card,144.74,2134.7200000000003
INV00199,C01125,"P00270,P00442,P00425,P00289",2025-12-17,CYB,P00289,P00289,Clothing,313.61,M,24,Credit Card,313.61,2134.7200000000003
INV00200,C00897,"P00382,P00309,P00200,P00144",2025-06-08,MK,P00382,P00382,Electronics,1564.6,F,30,Credit Card,1564.6,2648.22
INV00200,C00897,"P00382,P00309,P00200,P00144",2025-06-08,MK,P00309,P00309,Groceries,231.25,F,30,Credit Card,231.25,2648.22
INV00200,C00897,"P00382,P00309,P00200,P00144",2025-06-08,MK,P00200,P00200,Books,121.94,F,30,Credit Card,121.94,2648.22
INV00200,C00897,"P00382,P00309,P00200,P00144",2025-06-08,MK,P00144,P00144,Clothing,730.43,F,30,Credit Card,730.43,2648.22
INV00201,C01008,P00291,2025-01-18,TKO,P00291,P00291,Books,230.83,F,38,Credit Card,230.83,230.83
INV00202,C00883,"P00270,P00442,P00276,P00180",2024-03-08,TKO,P00270,P00270,Electronics,1546.75,M,20,Mobile Payment,1546.75,2227.75
INV00202,C00883,"P00270,P00442,P00276,P00180",2024-03-08,TKO,P00442,P00442,Toys,129.62,M,20,Mobile Payment,129.62,2227.75
INV00202,C00883,"P00270,P00442,P00276,P00180",2024-03-08,TKO,P00276,P00276,Books,94.63,M,20,Mobile Payment,94.63,2227.75
INV00202,C00883,"P00270,P00442,P00276,P00180",2024-03-08,TKO,P00180,P00180,Clothing,456.75,M,20,Mobile Payment,456.75,2227.75
INV00203,C00132,"P00246,P00237,P00158,P00260,P00193",2025-08-18,TKO,P00246,P00246,Toys,124.56,F,59,Credit Card,124.56,15722.17
INV00203,C00132,"P00246,P00237,P00158,P00260,P00193",2025-08-18,TKO,P00237,P00237,Electronics,4843.98,F,59,Credit Card,4843.98,15722.17
INV00203,C00132,"P00246,P00237,P00158,P00260,P00193",2025-08-18,TKO,P00158,P00158,Electronics,3576.45,F,59,Credit Card,3576.45,15722.17
INV00203,C00132,"P00246,P00237,P00158,P00260,P00193",2025-08-18,TKO,P00260,P00260,Electronics,4535.28,F,59,Credit Card,4535.28,15722.17
INV00203,C00132,"P00246,P00237,P00158,P00260,P00193",2025-08-18,TKO,P00193,P00193,Electronics,2641.9,F,59,Credit Card,2641.9,15722.17
INV00204,C00039,"P00051,P00262,P00228",2024-07-30,MK,P00051,P00051,Books,562.38,M,30,Mobile Payment,562.38,1864.9
INV00204,C00039,"P00051,P00262,P00228",2024-07-30,MK,P00262,P00262,Books,343.05,M,30,Mobile Payment,343.05,1864.9
INV00204,C00039,"P00051,P00262,P00228",2024-07-30,MK,P00228,P00228,Clothing,959.47,M,30,Mobile Payment,959.47,1864.9
INV00205,C00374,"P00270,P00442,P00444,P00497",2025-02-19,MK,P00270,P00270,Electronics,1546.75,M,45,Cash,1546.75,3322.29
INV00205,C00374,"P00270,P00442,P00444,P00497",2025-02-19,MK,P00442,P00442,Toys,129.62,M,45,Cash,129.62,3322.29
INV00205,C00374,"P00270,P00442,P00444,P00497",2025-02-19,MK,P00444,P00444,Electronics,1535.83,M,45,Cash,1535.83,3322.29
INV00205,C00374,"P00270,P00442,P00444,P00497",2025-02-19,MK,P00497,P00497,Toys,110.09,M,45,Cash,110.09,3322.29
INV00206,C00352,"P00271,P00387,P00315,P00168",2024-03-04,ST,P00271,P00271,Toys,108.14,M,42,Cash,108.14,955.0
INV00206,C00352,"P00271,P00387,P00315,P00168",2024-03-04,ST,P00387,P00387,Books,197.4,M,42,Cash,197.4,955.0
INV00206,C00352,"P00271,P00387,P00315,P00168",2024-03-04,ST,P00315,P00315,Groceries,131.88,M,42,Cash,131.88,955.0
INV00206,C00352,"P00271,P00387,P00315,P00168",2024-03-04,ST,P00168,P00168,Books,517.58,M,42,Cash,517.58,955.0
INV00207,C00561,"P00521,P00518,P00376,P00302,P00226",2025-08-05,TKO,P00521,P00521,Toys,116.89,F,21,Cash,116.89,10585.83
INV00207,C00561,"P00521,P00518,P00376,P00302,P00226",2025-08-05,TKO,P00518,P00518,Electronics,5447.33,F,21,Cash,5447.33,10585.83
INV00207,C00561,"P00521,P00518,P00376,P00302,P00226",2025-08-05,TKO,P00376,P00376,Electronics,4761.36,F,21,Cash,4761.36,10585.83
INV00207,C00561,"P00521,P00518,P00376,P00302,P00226",2025-08-05,TKO,P00302,P00302,Toys,101.58,F,21,Cash,101.58,10585.83
INV00207,C00561,"P00521,P00518,P00376,P00302,P00226",2025-08-05,TKO,P00226,P00226,Books,158.67,F,21,Cash,158.67,10585.83
INV00208,C00013,"P00252,P00434",2025-06-19,TKO,P00252,P00252,Electronics,4870.07,F,43,Cash,4870.07,5260.549999999999
INV00208,C00013,"P00252,P00434",2025-06-19,TKO,P00434,P00434,Books,390.48,F,43,Cash,390.48,5260.549999999999
INV00209,C00669,"P00516,P00312",2024-04-20,ST,P00516,P00516,Electronics,2321.58,M,50,Cash,2321.58,2441.84
INV00209,C00669,"P00516,P00312",2024-04-20,ST,P00312,P00312,Toys,120.26,M,50,Cash,120.26,2441.84
INV00210,C00514,P00238,2025-05-14,MK,P00238,P00238,Books,486.5,M,28,Credit Card,486.5,486.5
INV00211,C00673,"P00125,P00274,P00087,P00268",2024-08-12,ST,P00125,P00125,Toys,134.5,M,47,Cash,134.5,4417.53
INV00211,C00673,"P00125,P00274,P00087,P00268",2024-08-12,ST,P00274,P00274,Electronics,1312.58,M,47,Cash,1312.58,4417.53
INV00211,C00673,"P00125,P00274,P00087,P00268",2024-08-12,ST,P00087,P00087,Electronics,2849.81,M,47,Cash,2849.81,4417.53
INV00211,C00673,"P00125,P00274,P00087,P00268",2024-08-12,ST,P00268,P00268,Toys,120.64,M,47,Cash,120.64,4417.53
INV00212,C00740,"P00271,P00387",2025-10-01,CYB,P00271,P00271,Toys,108.14,M,41,Mobile Payment,108.14,305.54
INV00212,C00740,"P00271,P00387",2025-10-01,CYB,P00387,P00387,Books,197.4,M,41,Mobile Payment,197.4,305.54
INV00213,C00995,"P00349,P00177,P00334,P00173,P00040",2024-12-04,CYB,P00349,P00349,Clothing,308.79,M,39,Credit Card,308.79,7370.85
INV00213,C00995,"P00349,P00177,P00334,P00173,P00040",2024-12-04,CYB,P00177,P00177,Books,525.53,M,39,Credit Card,525.53,7370.85
INV00213,C00995,"P00349,P00177,P00334,P00173,P00040",2024-12-04,CYB,P00334,P00334,Books,323.8,M,39,Credit Card,323.8,7370.85
INV00213,C00995,"P00349,P00177,P00334,P00173,P00040",2024-12-04,CYB,P00173,P00173,Electronics,3152.4,M,39,Credit Card,3152.4,7370.85
INV00213,C00995,"P00349,P00177,P00334,P00173,P00040",2024-12-04,CYB,P00040,P00040,Electronics,3060.33,M,39,Credit Card,3060.33,7370.85
INV00214,C01034,"P00245,P00205,P00515",2024-03-03,TKO,P00245,P00245,Electronics,4281.2,F,44,Credit Card,4281.2,4679.2699999999995
INV00214,C01034,"P00245,P00205,P00515",2024-03-03,TKO,P00205,P00205,Books,204.74,F,44,Credit Card,204.74,4679.2699999999995
INV00214,C01034,"P00245,P00205,P00515",2024-03-03,TKO,P00515,P00515,Books,193.33,F,44,Credit Card,193.33,4679.2699999999995
INV00215,C00535,"P00270,P00442,P00062,P00218",2025-05-25,ST,P00270,P00270,Electronics,1546.75,F,60,Mobile Payment,1546.75,2372.09
INV00215,C00535,"P00270,P00442,P00062,P00218",2025-05-25,ST,P00442,P00442,Toys,129.62,F,60,Mobile Payment,129.62,2372.09
INV00215,C00535,"P00270,P00442,P00062,P00218",2025-05-25,ST,P00062,P00062,Books,355.55,F,60,Mobile Payment,355.55,2372.09
INV00215,C00535,"P00270,P00442,P00062,P00218",2025-05-25,ST,P00218,P00218,Books,340.17,F,60,Mobile Payment,340.17,2372.09
INV00216,C00068,"P00374,P00496,P00162",2024-07-28,TKO,P00374,P00374,Books,116.89,M,37,Cash,116.89,6466.71
INV00216,C00068,"P00374,P00496,P00162",2024-07-28,TKO,P00496,P00496,Electronics,2383.0,M,37,Cash,2383.0,6466.71
INV00216,C00068,"P00374,P00496,P00162",2024-07-28,TKO,P00162,P00162,Electronics,3966.82,M,37,Cash,3966.82,6466.71
INV00217,C00064,"P00101,P00212",2025-08-07,ST,P00101,P00101,Electronics,1941.69,F,41,Credit Card,1941.69,2071.79
INV00217,C00064,"P00101,P00212",2025-08-07,ST,P00212,P00212,Toys,130.1,F,41,Credit Card,130.1,2071.79
INV00218,C00105,"P00531,P00523,P00008,P00257,P00006",2025-02-01,MK,P00531,P00531,Toys,100.56,M,43,Credit Card,100.56,3843.67
INV00218,C00105,"P00531,P00523,P00008,P00257,P00006",2025-02-01,MK,P00523,P00523,Electronics,3248.21,M,43,Credit Card,3248.21,3843.67
INV00218,C00105,"P00531,P00523,P00008,P00257,P00006",2025-02-01,MK,P00008,P00008,Books,230.61,M,43,Credit Card,230.61,3843.67
INV00218,C00105,"P00531,P00523,P00008,P00257,P00006",2025-02-01,MK,P00257,P00257,Groceries,79.2,M,43,Credit Card,79.2,3843.67
INV00218,C00105,"P00531,P00523,P00008,P00257,P00006",2025-02-01,MK,P00006,P00006,Clothing,185.09,M,43,Credit Card,185.09,3843.67
INV00219,C00132,P00356,2025-11-06,MK,P00356,P00356,Books,103.72,F,59,Credit Card,103.72,103.72
INV00220,C00162,"P00066,P00515",2025-09-30,CYB,P00066,P00066,Groceries,123.3,M,59,Credit Card,123.3,316.63
INV00220,C00162,"P00066,P00515",2025-09-30,CYB,P00515,P00515,Books,193.33,M,59,Credit Card,193.33,316.63
INV00221,C01101,"P00270,P00442",2024-09-20,TKO,P00270,P00270,Electronics,1546.75,F,31,Mobile Payment,1546.75,1676.37
INV00221,C01101,"P00270,P00442",2024-09-20,TKO,P00442,P00442,Toys,129.62,F,31,Mobile Payment,129.62,1676.37
INV00222,C00793,"P00535,P00339",2025-02-23,ST,P00535,P00535,Toys,124.23,M,48,Cash,124.23,264.85
INV00222,C00793,"P00535,P00339",2025-02-23,ST,P00339,P00339,Toys,140.62,M,48,Cash,140.62,264.85
INV00223,C00446,"P00513,P00407,P00320,P00164",2024-06-09,TKO,P00513,P00513,Electronics,4759.29,F,18,Cash,4759.29,9992.19
INV00223,C00446,"P00513,P00407,P00320,P00164",2024-06-09,TKO,P00407,P00407,Electronics,2684.77,F,18,Cash,2684.77,9992.19
INV00223,C00446,"P00513,P00407,P00320,P00164",2024-06-09,TKO,P00320,P00320,Toys,137.8,F,18,Cash,137.8,9992.19
INV00223,C00446,"P00513,P00407,P00320,P00164",2024-06-09,TKO,P00164,P00164,Electronics,2410.33,F,18,Cash,2410.33,9992.19
INV00224,C00709,"P00271,P00387",2024-02-04,TKO,P00271,P00271,Toys,108.14,F,35,Cash,108.14,305.54
INV00224,C00709,"P00271,P00387",2024-02-04,TKO,P00387,P00387,Books,197.4,F,35,Cash,197.4,305.54
INV00225,C00111,"P00265,P00045",2025-11-19,MK,P00265,P00265,Electronics,4764.35,M,48,Cash,4764.35,8927.52
INV00225,C00111,"P00265,P00045",2025-11-19,MK,P00045,P00045,Electronics,4163.17,M,48,Cash,4163.17,8927.52
INV00226,C00540,"P00281,P00081",2025-12-23,CYB,P00281,P00281,Clothing,401.69,F,37,Cash,401.69,3003.9900000000002
INV00226,C00540,"P00281,P00081",2025-12-23,CYB,P00081,P00081,Electronics,2602.3,F,37,Cash,2602.3,3003.9900000000002
INV00227,C00242,"P00203,P00426,P00369,P00444",2024-09-30,TKO,P00203,P00203,Books,229.02,F,25,Credit Card,229.02,6494.33
INV00227,C00242,"P00203,P00426,P00369,P00444",2024-09-30,TKO,P00426,P00426,Clothing,640.14,F,25,Credit Card,640.14,6494.33
INV00227,C00242,"P00203,P00426,P00369,P00444",2024-09-30,TKO,P00369,P00369,Electronics,4089.34,F,25,Credit Card,4089.34,6494.33
INV00227,C00242,"P00203,P00426,P00369,P00444",2024-09-30,TKO,P00444,P00444,Electronics,1535.83,F,25,Credit Card,1535.83,6494.33
INV00228,C00719,"P00210,P00441,P00058",2024-07-03,TKO,P00210,P00210,Toys,105.95,M,51,Mobile Payment,105.95,5375.55
INV00228,C00719,"P00210,P00441,P00058",2024-07-03,TKO,P00441,P00441,Electronics,4894.68,M,51,Mobile Payment,4894.68,5375.55
INV00228,C00719,"P00210,P00441,P00058",2024-07-03,TKO,P00058,P00058,Clothing,374.92,M,51,Mobile Payment,374.92,5375.55
INV00229,C00162,P00106,2025-11-23,TKO,P00106,P00106,Groceries,220.96,M,59,Credit Card,220.96,220.96
INV00230,C00071,"P00126,P00307",2024-07-02,CYB,P00126,P00126,Electronics,1719.38,F,37,Cash,1719.38,1859.42
INV00230,C00071,"P00126,P00307",2024-07-02,CYB,P00307,P00307,Toys,140.04,F,37,Cash,140.04,1859.42
INV00231,C00142,P00487,2024-01-01,TKO,P00487,P00487,Books,140.53,F,48,Cash,140.53,140.53
INV00232,C00659,"P00138,P00321,P00390",2025-02-11,TKO,P00138,P00138,Electronics,2716.2,M,52,Cash,2716.2,3377.0499999999997
INV00232,C00659,"P00138,P00321,P00390",2025-02-11,TKO,P00321,P00321,Books,517.68,M,52,Cash,517.68,3377.0499999999997
INV00232,C00659,"P00138,P00321,P00390",2025-02-11,TKO,P00390,P00390,Toys,143.17,M,52,Cash,143.17,3377.0499999999997
INV00233,C01119,"P00075,P00494",2025-10-03,CYB,P00075,P00075,Electronics,3613.92,F,27,Cash,3613.92,4441.81
INV00233,C01119,"P00075,P00494",2025-10-03,CYB,P00494,P00494,Clothing,827.89,F,27,Cash,827.89,4441.81
INV00234,C00051,"P00106,P00271,P00296",2024-04-30,TKO,P00106,P00106,Groceries,220.96,F,47,Cash,220.96,4866.110000000001
INV00234,C00051,"P00106,P00271,P00296",2024-04-30,TKO,P00271,P00271,Toys,108.14,F,47,Cash,108.14,4866.110000000001
INV00234,C00051,"P00106,P00271,P00296",2024-04-30,TKO,P00296,P00296,Electronics,4537.01,F,47,Cash,4537.01,4866.110000000001
INV00235,C00767,"P00315,P00055,P00048",2024-01-10,MK,P00315,P00315,Groceries,131.88,F,21,Credit Card,131.88,586.53
INV00235,C00767,"P00315,P00055,P00048",2024-01-10,MK,P00055,P00055,Groceries,127.1,F,21,Credit Card,127.1,586.53
INV00235,C00767,"P00315,P00055,P00048",2024-01-10,MK,P00048,P00048,Books,327.55,F,21,Credit Card,327.55,586.53
INV00236,C00030,"P00187,P00221,P00038",2025-06-13,MK,P00187,P00187,Groceries,189.37,M,54,Cash,189.37,2915.49
INV00236,C00030,"P00187,P00221,P00038",2025-06-13,MK,P00221,P00221,Electronics,2466.06,M,54,Cash,2466.06,2915.49
INV00236,C00030,"P00187,P00221,P00038",2025-06-13,MK,P00038,P00038,Books,260.06,M,54,Cash,260.06,2915.49
INV00237,C00801,"P00265,P00411,P00035,P00522,P00255",2024-09-09,CYB,P00265,P00265,Electronics,4764.35,M,47,Cash,4764.35,6567.370000000001
INV00237,C00801,"P00265,P00411,P00035,P00522,P00255",2024-09-09,CYB,P00411,P00411,Books,288.73,M,47,Cash,288.73,6567.370000000001
INV00237,C00801,"P00265,P00411,P00035,P00522,P00255",2024-09-09,CYB,P00035,P00035,Clothing,566.95,M,47,Cash,566.95,6567.370000000001
INV00237,C00801,"P00265,P00411,P00035,P00522,P00255",2024-09-09,CYB,P00522,P00522,Clothing,515.52,M,47,Cash,515.52,6567.370000000001
